Ninputpackets_192.168.10.3,Ninputpackets_192.168.10.50,Ninputpackets_192.168.10.51,Ninputpackets_192.168.10.19,Ninputpackets_192.168.10.9,Ninputpackets_192.168.10.25,Noutputpackets_192.168.10.3,Noutputpackets_192.168.10.50,Noutputpackets_192.168.10.51,Noutputpackets_192.168.10.19,Noutputpackets_192.168.10.9,Noutputpackets_192.168.10.25,inputbytes_192.168.10.3,inputbytes_192.168.10.50,inputbytes_192.168.10.51,inputbytes_192.168.10.19,inputbytes_192.168.10.9,inputbytes_192.168.10.25,outputbytes_192.168.10.3,outputbytes_192.168.10.50,outputbytes_192.168.10.51,outputbytes_192.168.10.19,outputbytes_192.168.10.9,outputbytes_192.168.10.25,inputuniqueIPs_192.168.10.3,inputuniqueIPs_192.168.10.50,inputuniqueIPs_192.168.10.51,inputuniqueIPs_192.168.10.19,inputuniqueIPs_192.168.10.9,inputuniqueIPs_192.168.10.25,outputuniqueIPs_192.168.10.3,outputuniqueIPs_192.168.10.50,outputuniqueIPs_192.168.10.51,outputuniqueIPs_192.168.10.19,outputuniqueIPs_192.168.10.9,outputuniqueIPs_192.168.10.25,Time
3598,1796,132,8052,2040,65,3359,1134,138,7664,1588,131,326051,380086,41485,6222716,3415462,20020,435686,511475,14708,1026072,162444,18328,12,6,4,173,3,1,13,6,5,173,4,2,Thursday July 06 2017 02:41:00
3113,1991,122,1895,4686,136,2693,1319,115,1777,3916,227,310605,439748,46373,1093389,6414472,53276,371939,536421,19254,306379,300483,29779,14,5,2,60,37,5,13,5,2,61,37,6,Thursday July 06 2017 02:44:00
1706,1884,132,360,338,64,1542,1239,120,400,429,128,186608,399428,32517,34683,45465,19478,241971,530650,11826,40808,25814,15656,11,7,3,42,32,2,11,7,3,42,32,4,Thursday July 06 2017 02:47:00
7001,1861,108,283,6957,265,6094,1141,121,293,6250,342,9559615,402536,35600,44924,5105081,274966,519245,505905,15004,44396,586716,43885,18,7,2,26,112,5,17,7,2,27,112,7,Thursday July 06 2017 02:50:00
3492,1813,105,6028,2187,1902,3385,1115,93,5401,1951,1373,350101,357423,30922,5475862,1978926,2689119,659457,503800,10790,719652,155659,156188,17,6,2,124,53,17,18,7,2,124,53,18,Thursday July 06 2017 02:53:00
3866,1884,95,7673,1639,1156,3377,1176,80,5385,1452,1248,311315,401408,29932,10792317,1587608,1347983,448957,509563,9314,444427,115701,121645,12,5,2,57,21,34,12,6,2,57,21,35,Thursday July 06 2017 02:56:00
1827,1093,186,282,5603,2573,1746,809,139,331,4921,2449,209841,235654,147140,63415,5305507,3027214,295776,255301,20024,46987,496704,298464,10,6,2,27,82,44,10,6,2,27,82,45,Thursday July 06 2017 02:59:00
1597,220,165,192,710,65,1423,229,159,172,817,144,144776,41518,42723,29527,92714,19842,189132,38236,18042,29353,65318,17224,15,4,3,21,43,3,15,4,3,21,42,5,Thursday July 06 2017 03:02:00
1432,563,76,302,160,71,1280,594,68,322,169,121,123270,115986,28108,57649,32917,11094,167579,101131,8132,33672,33583,11862,8,7,1,26,8,3,8,7,1,27,7,4,Thursday July 06 2017 03:05:00
2676,291,1014,270,3397,1559,2372,323,764,309,2573,1494,277495,48986,1193560,68352,5169555,1616477,368041,55536,66216,49956,177537,178209,11,4,12,25,24,24,11,4,12,26,24,25,Thursday July 06 2017 03:08:00
1333,589,309,2026,4460,103,1288,613,396,1755,3289,138,113576,117706,117710,1726254,7370112,11858,156549,103990,41700,189912,291825,14594,11,6,17,40,26,4,11,6,17,40,26,5,Thursday July 06 2017 03:11:00
1237,714,1372,2469,2699,100,1165,598,1411,1768,2199,146,165555,139052,927708,4507194,2705482,11802,186907,254405,69689,168985,197580,15040,10,7,11,29,37,2,10,7,12,29,37,3,Thursday July 06 2017 03:14:00
1843,1511,575,255,1265,3173,1571,1061,559,242,1132,2712,159164,300062,328138,38514,1284174,4007457,204796,630729,47619,16610,109256,312572,10,5,14,27,32,22,9,5,14,28,32,23,Thursday July 06 2017 03:17:00
1744,1331,803,2924,769,218,1572,870,646,2775,671,367,152251,262216,1037200,2542517,772540,45157,197832,601748,53411,476326,61785,39872,12,6,18,81,18,22,10,6,19,84,18,23,Thursday July 06 2017 03:20:00
1606,1545,3890,1062,3837,141,1551,1090,2712,1201,3613,209,139168,304426,5823351,62193,3387905,27054,186313,640445,218208,90121,349878,24886,7,8,33,64,73,3,7,8,34,64,73,4,Thursday July 06 2017 03:23:00
1826,1310,186,3772,2075,3906,1724,833,228,3168,1541,4311,161960,238720,83591,4052624,2767031,7364429,222539,592207,24219,386358,119528,375023,8,6,6,87,68,26,9,6,6,87,69,27,Thursday July 06 2017 03:26:00
2313,1263,1029,903,3956,87,2215,829,928,960,2802,133,223833,236418,1263189,88590,5601581,14803,275982,592245,106157,94825,247054,13503,11,5,14,63,34,4,10,6,14,64,36,5,Thursday July 06 2017 03:29:00
1081,1450,748,522,2483,33,1064,986,827,547,1632,81,95814,258002,146347,81141,3171915,5056,124381,627040,65564,64936,89254,9630,10,5,23,18,28,1,10,6,22,18,28,2,Thursday July 06 2017 03:32:00
3330,285,71,340,129,1324,2958,234,69,335,123,1359,339262,61123,28710,76800,23734,1572543,453635,104966,7755,50480,12022,198435,16,4,2,27,8,21,14,4,2,29,8,22,Thursday July 06 2017 03:35:00
2626,536,132,1839,6177,289,2421,588,131,1501,4690,497,227042,59104,42600,1651825,10206278,135727,313144,120691,19059,162331,305624,57119,10,6,4,39,25,22,10,6,4,39,25,25,Thursday July 06 2017 03:38:00
3434,177,1310,302,33,49,3254,168,1078,322,49,93,298691,39602,1881110,24137,2042,9968,426401,41134,80614,26075,2980,9811,9,5,5,29,7,2,10,5,5,29,7,3,Thursday July 06 2017 03:41:00
2451,643,170,345,118,73,2176,662,190,362,131,157,241342,125498,43087,54766,30032,21798,289095,115400,22919,60884,37692,20427,9,5,4,20,2,3,9,5,4,20,2,5,Thursday July 06 2017 03:44:00
3312,256,1014,234,10,62,3007,270,893,209,16,119,327240,28592,901617,30070,780,19266,416774,53980,98848,21982,1097,15202,12,2,16,21,1,4,12,2,16,21,1,6,Thursday July 06 2017 03:47:00
1695,336,290,178,1551,39,1697,371,338,165,1237,85,164900,73064,58149,17084,1968064,5396,224301,62147,56528,17271,134797,7964,10,4,13,13,14,2,9,4,13,14,14,3,Thursday July 06 2017 03:50:00
3727,499,3706,350,157,119,3468,500,3806,334,188,186,333173,108286,2785313,44068,18267,22766,462426,80807,455496,54050,26445,39185,11,3,63,17,11,3,11,4,63,17,11,4,Thursday July 06 2017 03:53:00
2121,286,398,288,6374,67,2075,554,420,314,5617,158,215097,49434,282316,65440,8209654,19656,317933,69467,47611,49434,542647,20871,14,3,14,19,96,3,12,5,14,21,96,4,Thursday July 06 2017 03:56:00
1292,479,1033,684,2854,39,1277,489,983,632,2279,85,157157,107662,757468,540935,2884660,5396,161782,80572,121623,60223,162866,7964,7,5,18,17,85,2,7,5,18,18,85,3,Thursday July 06 2017 03:59:00
759,81,105,248,287,75,689,99,101,251,312,156,84243,27262,45107,34017,70948,24939,123391,15005,12798,54046,26335,17795,11,4,4,21,13,3,11,4,4,21,13,5,Thursday July 06 2017 04:02:00
3940,273,145,4529,12548,2110,3548,267,145,4298,9298,1901,366249,64016,45727,4404188,20658063,2890545,485611,53105,20184,445170,559983,266361,11,4,2,75,51,32,10,4,2,76,51,33,Thursday July 06 2017 04:05:00
917,370,259,711,154,261,823,355,250,704,206,416,100270,77436,58678,567918,13839,114543,111841,62859,45976,64160,14173,39567,11,5,4,25,16,35,11,5,4,26,16,36,Thursday July 06 2017 04:08:00
348,89,96,3217,78,47,371,95,90,2329,76,95,41236,45816,36324,4991311,19562,5777,46194,5922,9897,201797,8748,8628,16,5,3,24,3,2,15,5,3,26,3,2,Thursday July 06 2017 04:11:00
1769,47,70,1579,49,2635,1663,68,74,1183,57,1991,177324,23338,24157,2295872,11572,4503018,212619,7211,8110,99593,11655,195277,10,3,1,23,2,23,10,3,2,24,2,24,Thursday July 06 2017 04:14:00
1137,465,1815,2147,148,2393,991,462,1846,1647,142,1917,99282,106526,873612,2973313,22131,3239728,133620,78504,279380,153318,14634,213985,9,4,53,16,3,41,8,4,53,18,3,42,Thursday July 06 2017 04:17:00
1004,320,3408,825,66,186,906,315,2579,702,63,293,81239,123774,5316754,996505,18358,42687,109609,30916,193251,57468,5964,58688,10,6,15,14,2,23,10,6,15,14,2,23,Thursday July 06 2017 04:20:00
1176,46,305,700,11,91,1197,43,337,572,14,296,109206,22758,36732,910876,953,8277,142591,2388,22434,40667,2931,23179,10,4,10,22,2,21,9,4,10,23,2,36,Thursday July 06 2017 04:23:00
1153,591,2606,955,38,84,1071,612,2313,903,40,192,92042,174356,2970762,676656,2008,25349,135628,89943,288708,71822,22338,21339,4,10,36,17,0,3,5,6,33,21,0,18,Thursday July 06 2017 04:26:00
968,89,951,210,14,63,834,94,740,217,17,171,103777,46268,1072911,31789,2692,20975,111563,6286,66244,52849,7874,18828,12,4,14,19,0,2,12,4,14,19,0,17,Thursday July 06 2017 04:29:00
1284,469,167,399,1863,89,1125,487,172,430,1245,149,102567,103390,45527,63043,3049982,8440,129215,76758,21685,45918,94653,34188,8,6,5,25,6,3,8,5,5,26,6,4,Thursday July 06 2017 04:32:00
2879,548,3172,2468,2048,5504,2426,563,2607,2015,1590,4167,239266,151946,3346582,3194350,2014602,9128927,296580,84652,281994,199438,161254,360496,7,6,18,36,24,35,7,5,18,37,24,36,Thursday July 06 2017 04:35:00
1963,535,432,196,2001,138,1889,564,410,190,1667,198,171421,148362,159519,12996,2193884,106109,236207,84483,49241,13690,121048,23737,9,5,4,23,42,6,9,4,4,24,42,7,Thursday July 06 2017 04:38:00
2247,576,501,434,232,2921,1971,570,486,418,256,2677,195319,153906,176382,165214,25899,3556743,276175,85516,59948,59980,38637,355355,9,4,3,14,16,48,9,4,3,15,16,49,Thursday July 06 2017 04:41:00
3981,370,2546,3910,3503,365,3772,387,2048,3840,3157,551,364338,130182,2752233,3862021,2555776,109781,490153,46702,198570,514622,982187,57505,10,5,18,73,81,15,10,5,18,73,81,16,Thursday July 06 2017 04:44:00
1111,649,575,983,826,429,970,647,578,1050,881,617,96539,161286,185669,73205,67120,126845,138172,101304,65605,94037,394408,84794,9,5,10,70,48,12,10,5,10,69,49,12,Thursday July 06 2017 04:47:00
3641,499,445,2095,7167,2478,3594,515,429,1817,7027,2772,341623,164732,160132,2166824,5107963,1616008,487006,71815,70180,227248,770879,296399,10,5,3,27,145,23,10,5,3,27,145,26,Thursday July 06 2017 04:50:00
2837,778,1222,4248,4967,462,2708,801,1117,4027,4448,646,268238,155836,742642,3877907,3249613,118734,393090,134229,122727,713257,651524,84842,11,4,11,45,95,7,10,5,11,46,95,10,Thursday July 06 2017 04:53:00
2012,330,433,1048,2178,1730,1994,341,403,1206,1944,2146,168981,146124,160059,97582,2087034,1811364,263278,34924,48553,128755,182429,224718,13,3,4,47,60,18,11,4,4,50,57,54,Thursday July 06 2017 04:56:00
3928,572,104,5240,4374,68,3819,618,92,5302,4222,270,372716,78898,40142,3622696,2261204,7553,527962,110920,11379,584994,526149,17126,11,3,2,81,101,3,11,3,2,81,98,38,Thursday July 06 2017 04:59:00
2079,506,1545,2543,1336,106,1817,516,1185,2388,1128,333,201767,128780,2005080,2201108,1806108,23135,270714,83867,150187,290674,116025,46454,10,5,8,67,24,4,10,5,8,65,23,39,Thursday July 06 2017 05:02:00
940,457,157,565,112,71,976,474,158,655,136,121,79340,104434,52485,34078,6124,10693,110474,78012,34148,43509,6974,11660,5,6,4,52,11,4,5,6,4,53,11,5,Thursday July 06 2017 05:05:00
614,424,120,2564,486,149,640,439,116,2665,463,225,61975,82072,34283,2327420,184615,107956,88253,75386,23874,285068,66193,27653,7,5,5,45,13,7,7,5,5,48,13,8,Thursday July 06 2017 05:08:00
616,455,111,1327,151,47,616,489,101,1535,162,93,124419,68974,33877,180134,20830,6108,157487,91910,23062,83218,13091,8380,9,2,2,40,10,2,8,1,2,44,9,3,Thursday July 06 2017 05:11:00
2728,616,199,133,1575,94,2427,629,210,128,1479,152,262098,175588,51863,10966,687168,9079,301534,90803,34373,11797,196493,31902,8,3,2,16,40,4,8,3,4,16,40,5,Thursday July 06 2017 05:14:00
1959,332,119,4779,1299,40,1885,347,126,4833,1235,75,170812,72364,34549,3087486,549720,5679,218259,57420,24562,590824,170450,6822,12,4,3,109,45,2,12,4,4,109,45,3,Thursday July 06 2017 05:17:00
538,498,101,118,301,41,507,551,96,135,323,100,61913,55204,32975,9794,43841,5783,67005,107566,22702,16540,43097,10932,8,2,2,10,24,3,9,2,2,11,23,4,Thursday July 06 2017 05:20:00
406,458,105,3890,65,38,436,458,97,3082,62,74,39706,140766,33529,3982789,7800,5464,48775,64298,22882,365773,24685,6746,7,5,2,47,2,3,7,5,2,47,2,4,Thursday July 06 2017 05:23:00
881,478,93,408,2,45,842,520,86,530,2,91,95941,69832,30943,44539,152,6136,108974,96645,16708,50770,152,8432,10,5,2,37,0,1,9,5,2,39,0,2,Thursday July 06 2017 05:26:00
657,658,222,395,138,83,599,663,215,410,133,143,72417,162310,49588,71724,21774,8128,74786,103350,41952,62136,38500,31841,7,4,3,10,0,3,7,4,3,10,0,5,Thursday July 06 2017 05:29:00
193,404,128,121,4,0,181,400,134,158,8,0,31388,98066,40208,56965,448,0,31537,62256,19102,17119,608,0,7,7,4,14,1,0,7,7,4,15,1,0,Thursday July 06 2017 05:32:00
472,376,68,73,195,0,466,401,59,76,201,0,119852,94950,24091,9228,38020,0,115514,60546,7015,26501,52766,0,8,5,1,5,0,0,9,4,1,7,0,0,Thursday July 06 2017 05:35:00
106,342,74,91,33,0,179,367,63,93,27,0,18565,38344,27726,18472,6332,0,18720,75269,7598,10456,2883,0,9,1,1,6,2,0,9,1,1,7,2,0,Thursday July 06 2017 05:38:00
590,499,2828,3,34,0,583,537,2772,11,41,0,52255,127540,2461082,228,1846,0,76968,81676,461523,948,22378,0,4,9,71,3,1,0,5,7,71,5,0,0,Thursday July 06 2017 05:41:00
874,460,1058,2019,100,0,811,479,1184,1925,95,0,95021,105194,81526,1608990,19840,0,101039,78738,88914,254136,16314,0,4,8,53,30,0,0,4,8,53,32,0,0,Thursday July 06 2017 05:44:00
300,413,89,248,71,0,255,432,86,278,69,0,56801,81452,29995,69452,8328,0,70297,74902,10830,42618,25253,0,7,2,2,2,3,0,7,2,2,2,3,0,Thursday July 06 2017 05:47:00
477,416,74,49,124,0,491,448,68,58,116,0,63972,117764,27630,3284,19084,0,86711,66259,7864,24230,30626,0,5,8,2,12,0,0,5,9,2,12,0,0,Thursday July 06 2017 05:50:00
941,457,99,31,0,0,951,481,95,27,0,0,101273,104498,37658,6480,0,0,120588,78285,10415,2983,0,0,6,6,2,2,0,0,7,7,2,2,0,0,Thursday July 06 2017 05:53:00
1268,665,1881,138,2355,0,1194,704,1786,184,1768,0,125925,146264,1998360,21592,2639458,0,174763,118260,175836,41381,161243,0,9,3,31,4,20,0,10,3,30,8,20,0,Thursday July 06 2017 05:56:00
1179,386,131,15,146,0,1143,402,141,43,177,0,138439,96618,31734,2464,47606,0,177092,61716,13336,3778,20694,0,9,7,7,4,8,0,10,7,7,6,8,0,Thursday July 06 2017 05:59:00
294,207,83,296,56,0,286,218,73,320,63,0,26851,76254,24522,68165,3223,0,38100,27213,7673,66691,23627,0,7,2,3,6,4,0,7,3,3,7,4,0,Thursday July 06 2017 06:02:00
145,256,86,220,65,0,174,265,80,238,62,0,13595,64728,25276,75189,7798,0,20104,41418,8470,21421,24685,0,6,2,3,7,1,0,7,2,3,7,1,0,Thursday July 06 2017 06:05:00
2287,291,1688,54,1393,0,2267,271,1287,100,922,0,213092,158402,1582036,3623,1484094,0,297498,15742,131797,31777,96945,0,7,8,15,14,10,0,8,8,15,15,10,0,Thursday July 06 2017 06:08:00
2808,166,1601,3632,2580,0,2783,161,1569,3557,2457,0,231118,91120,1607183,2191036,2454388,0,330498,10156,230395,881834,246733,0,10,1,31,66,32,0,9,1,31,68,32,0,Thursday July 06 2017 06:11:00
1401,375,808,3006,395,0,1393,387,842,2938,496,0,142168,113131,170480,1888303,35128,0,165103,69128,117481,471493,44172,0,11,1,26,106,22,0,10,2,27,107,22,0,Thursday July 06 2017 06:14:00
3639,187,2600,5151,168,0,3071,183,2382,4510,189,0,294315,55428,2596269,5977783,38380,0,363454,23624,314541,582172,36142,0,11,4,46,101,10,0,11,4,46,101,10,0,Thursday July 06 2017 06:17:00
3005,445,1919,860,4758,0,2715,428,1351,949,4342,0,253897,193299,2185044,146897,2970950,0,336462,39852,148846,114027,828829,0,8,5,20,49,53,0,8,5,20,50,53,0,Thursday July 06 2017 06:20:00
2656,222,158,6091,7787,0,2592,212,153,4384,6042,0,239637,79130,38188,7683704,12709501,0,322224,26390,16080,455358,387954,0,14,1,10,53,62,0,15,1,10,53,62,0,Thursday July 06 2017 06:23:00
3099,246,1468,223,1569,0,2827,270,1248,275,1329,0,252338,98616,1949560,63295,1554629,0,344265,30239,162828,39532,122216,0,12,1,15,20,43,0,13,0,15,23,42,0,Thursday July 06 2017 06:26:00
1533,381,2446,82,624,0,1483,383,1251,111,575,0,149002,132242,4481538,9852,372938,0,185058,47930,178105,28501,74175,0,8,3,15,5,15,0,9,3,15,7,15,0,Thursday July 06 2017 06:29:00
2339,379,96,780,718,0,2068,388,99,660,610,0,185072,61038,25635,769560,593072,0,266379,74136,9374,80561,47913,0,8,2,4,19,17,0,8,2,4,21,17,0,Thursday July 06 2017 06:32:00
3002,587,175,2015,94,0,2683,600,164,1560,86,0,236023,173048,48281,3129424,17554,0,305755,85562,18842,165455,8764,0,6,8,4,26,2,0,8,7,4,26,2,0,Thursday July 06 2017 06:35:00
2405,540,203,1262,136,0,2116,572,213,1123,129,0,208502,114030,48690,1231231,30080,0,262580,98907,41700,125998,13123,0,8,4,2,34,2,0,8,4,3,35,2,0,Thursday July 06 2017 06:38:00
4019,555,2820,5261,387,0,3909,583,2583,4777,374,0,337946,78794,2488848,4613556,108144,0,485226,109702,412045,459386,35397,0,8,3,36,88,8,0,10,2,37,90,7,0,Thursday July 06 2017 06:41:00
1908,366,1857,3388,166,0,1851,381,1889,3566,183,0,192195,94930,1232733,1756918,23356,0,277308,59998,213720,548899,41508,0,7,4,56,80,3,0,7,4,56,81,3,0,Thursday July 06 2017 06:44:00
2861,799,361,2041,119,78,2597,808,386,2007,105,283,287181,215446,68146,1453097,23396,10666,395027,123556,52990,267085,11203,39103,9,3,19,46,2,0,9,3,19,46,2,3,Thursday July 06 2017 06:47:00
1498,534,762,2337,1007,9551,1265,576,611,2110,794,7336,173220,113770,746072,1909354,1606141,17956159,206324,99475,87660,221961,60785,555819,8,3,4,23,4,11,8,2,4,24,5,13,Thursday July 06 2017 06:50:00
3329,521,731,2472,1962,35,3202,560,629,2329,1510,107,309872,57412,851385,1983923,1721211,5236,420008,109033,59998,255273,177496,12438,12,4,6,46,21,1,12,5,6,46,21,2,Thursday July 06 2017 06:53:00
2636,503,2303,4783,14537,61,2510,537,2008,4293,12522,129,268086,128092,3512413,4505194,28670685,19356,354053,83306,166668,495961,746857,18596,9,3,13,79,36,2,8,4,13,81,38,3,Thursday July 06 2017 06:56:00
3143,713,2043,798,363,87,2942,720,1977,927,380,158,280739,149764,680722,74248,105967,8514,383358,118768,191450,70059,34154,34710,13,2,26,42,10,1,13,1,26,43,10,2,Thursday July 06 2017 06:59:00
3292,404,388,181,8806,33,3237,415,421,172,7585,68,281935,152408,125078,22326,7031395,5110,390090,51041,39697,13148,738135,6458,7,4,18,15,88,1,7,4,18,15,88,2,Thursday July 06 2017 07:02:00
1785,445,1514,274,2107,34,1656,469,1406,287,1707,93,142188,121464,1362867,81986,2055659,5214,204686,71106,188136,50801,175563,10568,9,2,24,7,51,1,9,2,24,7,51,2,Thursday July 06 2017 07:05:00
1648,751,2630,709,1298,96,1602,739,2607,568,1141,167,193847,189980,1813792,663703,993204,9310,248485,113018,405952,79713,246476,33799,9,4,76,12,16,1,9,4,76,12,16,3,Thursday July 06 2017 07:08:00
1170,492,2383,4855,1066,72,1171,506,1803,3101,936,150,101032,162304,2547824,7347579,532439,23816,136820,66690,224615,261602,236052,22290,9,6,47,29,10,1,10,6,47,29,10,1,Thursday July 06 2017 07:11:00
2696,584,1549,4834,2786,59,2506,608,1567,3709,2621,133,278493,172308,836588,5274553,1715712,19334,322731,88141,202625,566457,273571,15932,9,1,30,58,54,2,9,1,31,58,54,4,Thursday July 06 2017 07:14:00
3979,520,3083,2068,4761,119,3784,516,2539,1833,4136,209,389635,128452,3038935,2223379,4140179,23074,497305,80282,408501,192969,454941,43308,12,1,35,36,93,2,12,1,35,37,93,4,Thursday July 06 2017 07:17:00
904,699,1054,800,2061,125,1176,711,1050,786,1837,181,116865,204318,477245,431942,1853311,94224,178560,105176,114113,110568,158066,17739,8,4,37,25,64,5,9,4,37,26,64,6,Thursday July 06 2017 07:20:00
1470,411,398,696,1768,75,1384,420,421,631,1404,167,145539,116844,142364,513840,2385594,20288,179548,61132,47810,57665,123838,18808,13,0,12,24,15,2,15,0,11,24,17,3,Thursday July 06 2017 07:23:00
1296,779,667,5394,214,108,1251,791,603,4567,260,186,144268,193608,488064,6570556,20391,22332,168900,125437,75983,621593,43852,41560,9,2,9,66,14,2,9,2,9,66,14,3,Thursday July 06 2017 07:26:00
4193,535,160,937,8159,84,4128,555,165,1021,7734,150,381843,149038,45395,310721,7675091,26558,536710,82466,15810,72903,844426,17778,9,7,6,55,122,3,10,6,6,56,122,4,Thursday July 06 2017 07:29:00
2163,333,73,167,6091,37,1971,339,64,184,5668,72,185936,108484,27674,19204,4213465,5324,242572,44774,7946,44601,744128,6950,14,1,1,5,147,1,14,1,1,6,147,1,Thursday July 06 2017 07:32:00
2724,820,198,3039,6007,4039,2722,857,205,2313,5662,3396,231557,143746,47219,3673109,4714737,6775123,337039,151140,44095,185837,759934,263007,10,3,2,28,146,23,10,3,2,28,146,24,Thursday July 06 2017 07:35:00
2216,248,96,4061,659,97,2056,253,86,3641,791,175,212760,99096,30375,3854959,43531,37567,296495,29613,10688,482613,43548,24824,8,3,2,73,53,6,8,3,3,73,55,7,Thursday July 06 2017 07:38:00
1027,660,202,1991,2524,91,946,663,197,1894,2778,227,110146,161894,48752,1575683,4844684,8688,140852,102410,41468,297377,177397,39584,7,4,1,57,13,4,8,4,2,56,15,5,Thursday July 06 2017 07:41:00
2167,569,260,127,229,530,1862,550,214,112,241,681,209613,151742,219093,9674,217368,567900,268280,82632,27151,30162,35401,82099,6,6,4,6,11,7,6,6,5,6,11,9,Thursday July 06 2017 07:44:00
3609,566,239,2272,9196,57374,3436,573,237,2074,7901,32510,485027,151642,55667,2441209,19529695,88102913,544252,84094,45986,185981,474402,2120458,7,7,5,17,48,27,8,5,4,20,48,28,Thursday July 06 2017 07:47:00
4015,773,764,179,1737,2232,3666,800,623,169,1422,1391,404793,192816,754854,30955,2513789,3065040,512439,125295,92052,50090,97901,115208,11,2,5,3,26,30,10,2,5,4,26,31,Thursday July 06 2017 07:50:00
3873,397,360,375,1315,3052,3467,405,370,395,1070,3209,337991,97070,124188,102832,910125,3585339,435982,61757,40734,38594,73550,311146,11,2,6,17,13,24,13,3,6,17,13,24,Thursday July 06 2017 07:53:00
2568,523,714,145,1283,7032,2442,532,681,163,1131,12391,254470,165120,546265,10237,1795442,1559269,345039,70414,85862,17663,104234,13578274,6,3,15,8,18,15,6,4,15,9,18,16,Thursday July 06 2017 07:56:00
