Ninputpackets_192.168.10.3,Ninputpackets_192.168.10.50,Ninputpackets_192.168.10.51,Ninputpackets_192.168.10.19,Ninputpackets_192.168.10.9,Ninputpackets_192.168.10.25,Noutputpackets_192.168.10.3,Noutputpackets_192.168.10.50,Noutputpackets_192.168.10.51,Noutputpackets_192.168.10.19,Noutputpackets_192.168.10.9,Noutputpackets_192.168.10.25,inputbytes_192.168.10.3,inputbytes_192.168.10.50,inputbytes_192.168.10.51,inputbytes_192.168.10.19,inputbytes_192.168.10.9,inputbytes_192.168.10.25,outputbytes_192.168.10.3,outputbytes_192.168.10.50,outputbytes_192.168.10.51,outputbytes_192.168.10.19,outputbytes_192.168.10.9,outputbytes_192.168.10.25,inputuniqueIPs_192.168.10.3,inputuniqueIPs_192.168.10.50,inputuniqueIPs_192.168.10.51,inputuniqueIPs_192.168.10.19,inputuniqueIPs_192.168.10.9,inputuniqueIPs_192.168.10.25,outputuniqueIPs_192.168.10.3,outputuniqueIPs_192.168.10.50,outputuniqueIPs_192.168.10.51,outputuniqueIPs_192.168.10.19,outputuniqueIPs_192.168.10.9,outputuniqueIPs_192.168.10.25,Time
3467,1715,228,746,3732,3571,3156,2563,218,823,2532,4261,414103,408732,56199,494934,5478910,2824623,538944,355621,42888,115411,244167,505351,12,9,2,24,20,95,13,12,2,24,20,95,Monday July 03 2017 02:31:58
1926,199,103,376,66,71,1677,245,115,359,100,139,168372,40142,32327,248027,5017,19688,221906,37281,12609,42574,5331,18780,12,13,3,24,16,2,12,15,3,24,17,3,Monday July 03 2017 02:34:58
4363,424,2054,206,9828,1031,3911,486,2045,225,7553,841,379894,85200,1412693,34924,11943301,1634555,509950,84613,229209,23494,782619,75348,12,12,39,19,71,5,12,12,39,20,71,5,Monday July 03 2017 02:37:58
3937,374,2276,143,2447,1206,3722,442,2373,181,2235,1424,340158,62230,1280180,31999,1053353,829043,485673,80270,283178,23282,387024,222574,12,12,46,19,57,64,13,13,46,20,57,64,Monday July 03 2017 02:40:58
5535,656,8535,570,18960,233,5288,1221,5760,569,15752,366,490281,130256,13838464,338373,22402964,46789,730782,145024,551041,44183,2137562,60473,13,9,71,24,221,42,13,11,72,24,221,43,Monday July 03 2017 02:43:58
8759,1242,135,299,15438,898,8455,1727,131,368,14634,835,840731,317690,44055,22746,10480327,1378814,1248837,261944,14776,47654,3602684,90405,11,15,4,16,295,20,11,18,4,16,295,20,Monday July 03 2017 02:46:58
4754,548,2652,523,6964,219,4660,896,2291,556,7140,324,447198,106918,2764275,179147,4710212,60562,645398,128284,315244,44412,1584734,34046,14,10,31,20,176,24,15,13,31,20,176,20,Monday July 03 2017 02:49:58
4784,455,3822,347,7584,3703,4660,521,3417,418,7251,3554,413730,70734,3423747,38720,3705303,4042233,626218,94111,387783,32525,1866194,422787,17,8,81,19,127,91,17,8,81,22,126,92,Monday July 03 2017 02:52:58
3298,328,2419,239,7231,59,3070,441,2253,321,7051,138,290630,46228,2462948,14328,5381702,19402,408773,88327,304654,23461,1698041,16586,12,13,61,14,133,1,13,13,61,15,133,2,Monday July 03 2017 02:55:58
6167,914,3804,2570,5295,90,5630,1075,2856,2472,5377,142,552594,223668,5383262,1828645,1706838,11417,730893,188777,268179,388082,1551711,12903,11,5,40,84,146,2,11,5,40,84,146,3,Monday July 03 2017 02:58:58
3397,360,991,115,2114,15882,3164,444,939,160,2222,14353,354955,87458,760556,30575,733583,19172041,497714,79591,119961,31158,837751,1670447,13,3,18,22,73,148,13,3,18,24,73,148,Monday July 03 2017 03:01:58
2929,265,2386,5325,81,118,2731,365,1958,5046,89,226,284292,54094,4070812,3964392,16898,35459,368678,70665,159684,628951,7038,37057,13,5,26,127,4,3,13,6,27,127,4,5,Monday July 03 2017 03:04:58
5021,465,1394,428,4410,5684,4693,571,1501,585,3674,4723,460391,58036,446076,28559,4620468,7593205,634335,116464,162186,37307,400625,694879,11,4,43,67,66,43,12,4,43,68,66,43,Monday July 03 2017 03:07:58
1977,94,2830,349,416,5805,1841,484,2426,409,475,6252,197453,34342,3303847,80788,42456,6760955,258466,44164,238998,46399,35993,752998,13,4,34,25,40,146,13,7,34,25,40,146,Monday July 03 2017 03:10:58
2069,656,243,1908,4158,178,1866,764,252,1356,3856,329,214923,153612,57725,2630354,3171814,34058,273467,135789,29492,141619,365295,35194,11,6,8,37,70,26,11,7,9,37,70,26,Monday July 03 2017 03:13:58
3053,667,1014,1513,531,5131,2662,783,727,1524,572,4555,310851,103672,1169291,1493602,171238,6499983,366871,152576,54862,130884,50225,700823,12,4,10,33,24,55,12,4,11,33,24,56,Monday July 03 2017 03:16:58
3417,239,4272,2945,967,1614,3206,336,4162,2373,999,2110,330272,34336,3558600,3997534,227679,813283,424362,70780,642927,257224,107462,317452,14,3,116,55,33,81,15,4,116,56,33,82,Monday July 03 2017 03:19:58
5648,173,9558,1700,8123,7882,5466,237,7336,1650,7666,7499,498854,42290,12365246,1186301,5808860,9281503,706127,44080,1086468,160745,975402,1075854,12,6,105,58,143,106,13,7,104,58,144,106,Monday July 03 2017 03:22:58
4547,912,1560,1992,2713,1735,4338,1028,1629,1846,2597,1550,439977,164930,523131,1943731,1890614,1891436,563790,195782,168194,224017,259610,203872,15,6,58,60,51,28,15,7,57,60,51,28,Monday July 03 2017 03:25:58
3505,138,5273,2212,1288,342,3139,194,5219,2108,1418,510,342422,38290,3979537,1835808,243387,72845,465582,34392,964287,268514,146299,66108,10,4,177,62,59,9,10,4,177,62,59,10,Monday July 03 2017 03:28:58
3445,507,1565,160,3961,10769,3313,602,1644,223,3071,10379,343416,87088,145154,9450,5586221,11795958,463650,120201,133504,16063,199294,1358508,12,6,95,32,11,146,12,7,94,31,14,146,Monday July 03 2017 03:31:58
1803,382,333,3964,260,3435,1652,475,361,3751,278,3255,191725,48196,70132,3260101,75613,3918190,240470,98238,82120,410301,36773,412005,11,4,5,91,5,46,12,4,6,93,5,46,Monday July 03 2017 03:34:58
2299,134,3724,1346,16,9027,2130,169,3777,1099,16,8642,222124,56660,3013330,1553372,779,10271451,280422,27238,473481,116223,652,1076027,10,4,105,37,2,68,11,5,106,36,2,68,Monday July 03 2017 03:37:58
4350,561,3701,189,175,4313,4165,677,3937,221,207,5329,409848,106528,1263202,23926,46864,2755362,571059,129821,501567,17880,37217,662986,10,8,128,19,3,134,11,8,130,19,3,135,Monday July 03 2017 03:40:58
1609,502,1061,2117,88,3899,1488,625,843,2004,78,3350,166990,70360,1492928,2166311,17440,5515078,214812,126100,69615,237291,8524,453174,11,5,7,37,0,64,12,5,7,37,0,74,Monday July 03 2017 03:43:58
2436,458,3375,90,21,2087,2310,531,3319,132,24,2539,329834,98502,2709249,13972,7758,1611257,415319,98536,659832,10589,2342,399052,12,4,98,19,2,55,13,4,98,20,2,66,Monday July 03 2017 03:46:58
3591,426,1167,838,94,8075,3153,516,1285,940,85,10275,344896,72230,111254,368188,18142,4720678,424683,101906,82760,109761,8982,1225492,13,5,69,35,0,150,13,5,68,37,1,168,Monday July 03 2017 03:49:58
3751,774,318,882,8,15454,3504,892,311,933,8,18107,494461,183682,140980,483292,692,12788985,590516,155520,37567,117342,728,2067087,11,7,8,30,0,152,11,8,8,30,0,167,Monday July 03 2017 03:52:58
1941,341,1754,458,108,2302,1765,446,1710,567,105,2453,229398,61942,1940333,130178,20732,2202819,251416,85308,229773,54048,17126,327367,13,4,59,41,0,52,14,5,59,41,0,65,Monday July 03 2017 03:55:58
3925,539,622,107,2584,1487,3454,616,615,105,2328,1689,443938,86622,111468,19592,1842083,1230168,542113,123960,51866,11292,255421,232548,14,6,35,14,42,46,15,6,35,14,42,60,Monday July 03 2017 03:58:58
4580,788,194,24,90,10598,4430,901,191,35,78,12241,475811,171842,71804,2684,17520,8010818,631558,161242,43656,2542,8524,1637485,9,8,4,6,0,176,10,8,4,6,0,187,Monday July 03 2017 04:01:58
2993,312,3083,99,0,4672,2856,375,2819,101,0,5875,282686,113248,2735981,23318,0,3060052,389884,56835,371969,23205,0,678725,12,3,73,21,0,76,12,4,74,21,0,90,Monday July 03 2017 04:04:58
3330,309,1177,2664,5547,5907,3088,348,1243,2566,4574,5601,310832,114572,703669,2284023,6391092,6716900,416393,54652,121986,312489,498958,863113,12,5,52,46,59,97,13,5,53,46,59,116,Monday July 03 2017 04:07:58
3031,451,2219,145,4240,8948,2892,545,1520,158,3862,11645,290471,76612,2382314,29596,3696154,5139146,395289,106386,192820,21522,422217,1475597,12,3,12,8,83,158,13,3,12,8,83,178,Monday July 03 2017 04:10:58
3256,361,3953,7732,3553,6999,3048,399,3010,5946,3347,8700,314262,101062,4494300,9421618,2658302,4998535,438092,69598,380829,549321,363812,1055554,12,3,40,68,87,104,13,4,40,67,85,124,Monday July 03 2017 04:13:58
1272,790,1037,596,485,9979,1195,890,1113,716,554,10536,156472,209182,359995,72700,60597,9251558,183745,149891,101836,82791,43193,1263507,9,6,30,50,38,97,10,6,31,50,37,127,Monday July 03 2017 04:16:58
3431,476,5163,3727,3168,3875,3071,545,4413,3229,2921,4655,326030,131700,5895683,5924934,2237582,2950723,441542,91150,539670,272320,345112,750622,13,2,87,27,52,122,13,3,87,27,52,147,Monday July 03 2017 04:19:58
3221,229,1689,1028,6060,14494,2957,273,1442,1081,5060,15388,295288,68040,1589305,587699,5796825,12715029,380959,48956,159913,137024,679630,1822570,12,4,53,35,90,171,13,4,53,36,90,192,Monday July 03 2017 04:22:58
2498,531,445,323,3351,3126,2286,579,514,353,3312,4356,263501,157218,70038,77783,2289652,1526695,337609,94220,63599,70152,354188,530830,10,4,20,16,116,60,11,4,20,16,116,101,Monday July 03 2017 04:25:58
3614,706,226,834,1424,8976,3218,820,215,702,1399,7634,342955,146984,111023,776699,800661,11416578,435651,154027,44170,71484,75998,791236,10,5,6,15,75,94,11,6,6,14,74,128,Monday July 03 2017 04:28:58
2554,591,4229,128,169,11470,2368,667,3728,147,203,13195,275483,168260,4965939,28896,70059,8941763,362257,107792,675139,27335,15963,1682109,14,5,68,22,6,156,14,6,67,22,6,178,Monday July 03 2017 04:31:58
2105,426,1023,254,1017,4651,1774,499,1162,326,995,6523,210630,144434,88931,45378,471328,2170546,247219,75536,72070,53553,114599,768417,8,6,57,18,25,71,9,6,57,21,26,92,Monday July 03 2017 04:34:58
3024,651,272,269,1016,2757,2515,706,287,248,693,3487,285840,187052,62552,256880,1621234,2015138,330003,113184,62693,32342,53489,398927,11,6,7,6,11,74,13,6,7,6,11,93,Monday July 03 2017 04:37:58
2231,536,1023,282,96,10513,1990,643,878,260,111,10603,254471,86030,1022555,263391,15731,10306352,322610,128827,109069,50774,14200,1501890,10,3,13,9,5,162,12,3,13,9,5,174,Monday July 03 2017 04:40:58
2825,594,4310,22,167,5662,2675,650,4148,32,161,7944,265413,199006,4081210,1556,24613,2317372,356259,96752,511778,2350,33907,919371,10,5,98,15,2,60,11,5,98,15,2,82,Monday July 03 2017 04:43:58
3052,921,1319,1744,5,5278,2738,1005,1483,1592,6,6849,317109,221638,135951,1753023,248,3053126,389685,167840,104651,218660,244,816537,10,6,67,26,1,107,11,5,67,27,1,128,Monday July 03 2017 04:46:58
1667,668,4452,34,55,8311,1344,734,4355,40,54,9404,183750,189216,5163530,7110,10561,7036248,206861,117100,328109,3166,5202,1149465,13,3,28,7,2,85,13,3,28,7,2,96,Monday July 03 2017 04:49:58
3809,436,322,5325,65,7262,3579,508,328,5245,69,9540,372146,144698,170753,5144016,11204,3608048,504351,77672,50211,763360,24993,1316065,11,4,4,133,1,150,11,5,4,134,1,169,Monday July 03 2017 04:52:58
3230,1087,3530,1526,107,8607,2958,1210,3311,1434,106,10869,346230,238534,3296846,1495048,20454,5040107,454449,213336,471615,96926,17056,1541630,9,8,72,82,1,134,9,10,72,82,1,153,Monday July 03 2017 04:55:58
3071,371,2040,181,817,8610,2546,409,1953,216,592,11270,301593,100614,2103762,24182,1177470,4205762,368733,69370,183193,31620,58038,2001770,12,1,51,9,6,118,12,1,51,10,6,136,Monday July 03 2017 04:58:58
2875,1036,369,4333,131,5622,2657,1149,419,4080,143,7635,328423,218440,48265,3545930,43632,2585234,407733,204650,29014,468654,12317,961349,10,7,22,73,9,127,10,8,22,72,9,153,Monday July 03 2017 05:01:58
1482,310,106,428,92,6272,1328,388,102,471,101,8116,190718,41492,34478,86071,20611,3756954,220454,84179,11658,59449,28138,1016505,13,3,2,11,1,97,14,4,2,11,1,124,Monday July 03 2017 05:04:58
2246,370,185,5808,35,6885,1930,425,189,4389,38,8362,235068,67178,47972,8178958,7340,4668958,278585,86072,20158,484583,3111,969717,13,2,2,51,2,119,15,2,3,50,2,141,Monday July 03 2017 05:07:58
1396,693,77,959,139,4150,1089,788,73,1103,128,5500,180190,103514,28088,181683,26628,2148884,212638,159524,8610,117834,19653,632998,11,4,1,55,1,49,11,4,1,56,1,69,Monday July 03 2017 05:10:58
1713,525,171,3156,0,12668,1560,568,159,2795,0,14453,186787,181278,54015,3109643,0,10142354,236218,86420,36383,324473,0,1779654,11,2,4,59,0,161,12,3,4,59,0,182,Monday July 03 2017 05:13:58
3052,683,231,826,140,4485,2533,801,245,922,140,5900,312604,106636,65962,154650,28302,2660211,355974,158579,31884,73348,21056,688411,10,4,3,47,0,87,10,5,4,48,0,103,Monday July 03 2017 05:16:58
1411,614,1226,420,96,3564,1154,714,1178,457,104,4609,171410,93952,732789,132798,19382,2338341,181683,139640,187562,62640,23667,597994,12,1,30,21,1,90,14,1,30,21,1,122,Monday July 03 2017 05:19:58
1625,393,344,159,0,8632,1430,478,397,182,0,9827,206518,75436,90458,29292,0,6391194,231829,100456,41287,19449,0,1312254,11,2,26,9,0,170,12,3,26,8,0,192,Monday July 03 2017 05:22:58
1477,525,234,17,106,4971,1286,681,231,19,101,6349,238938,126914,50350,980,20296,3120158,282054,99943,43470,1384,16770,769525,5,5,5,8,0,80,6,7,5,8,0,103,Monday July 03 2017 05:25:58
2791,917,86,3157,4257,4480,2494,1178,76,2917,3444,5778,282155,181086,28854,2374508,3839588,2917673,348058,202433,8689,318634,465179,728749,9,3,2,66,46,99,10,6,2,65,47,131,Monday July 03 2017 05:28:58
1627,463,84,34,497,7491,1470,843,83,55,567,8203,189889,77292,28788,2054,41173,5667112,238790,117370,9778,3422,42156,1138646,11,5,2,5,35,140,11,8,2,5,35,157,Monday July 03 2017 05:31:58
1265,359,170,120,262,3534,1085,416,161,163,267,4773,171839,42880,47150,32656,78181,1776585,213787,84066,18258,22238,28831,576473,11,3,1,7,6,77,11,3,1,9,6,97,Monday July 03 2017 05:34:58
984,487,73,81,1220,4055,929,541,76,102,1157,5130,111423,74782,27804,4721,1844720,2596272,143463,104452,9278,5865,82251,608427,12,2,1,10,10,99,13,2,1,10,10,120,Monday July 03 2017 05:37:58
784,328,186,31,63,10833,711,386,171,26,70,11771,98223,77144,51860,6480,10007,9325409,109754,69213,20081,2855,12115,1382117,13,4,1,3,4,138,13,5,1,3,4,146,Monday July 03 2017 05:40:58
1013,483,73,94,108,5421,974,535,65,116,95,6677,132600,55700,27952,18728,22668,3295374,169686,108650,7812,14681,10515,803418,5,6,1,8,1,156,7,6,1,7,1,173,Monday July 03 2017 05:43:58
1064,576,206,3,397,8507,1057,647,200,14,287,8360,135534,89436,59219,256,327292,8859877,170864,121410,29019,1090,23201,915084,9,3,6,1,5,87,9,4,5,1,5,110,Monday July 03 2017 05:46:58
1984,510,124,3966,129,7650,1834,553,117,3258,133,9119,297620,95140,35146,4318435,20437,5558568,339927,102176,12139,320967,12640,1095871,11,6,4,46,6,102,11,7,4,46,6,122,Monday July 03 2017 05:49:58
2739,324,280,7,8,5557,2691,401,292,19,8,7205,278877,57806,69494,560,692,3112049,373105,75390,32855,1470,728,860204,10,3,4,5,0,135,11,3,4,6,0,162,Monday July 03 2017 05:52:58
912,614,188,130,729,9176,837,685,191,133,669,9873,119325,144740,83264,20992,356568,8469824,148536,117788,17582,33206,90582,1128306,10,4,5,4,14,104,10,5,5,4,14,128,Monday July 03 2017 05:55:58
631,282,157,4,106,5484,622,303,153,28,129,6831,78190,69300,45662,332,6655,3542824,110070,50616,18146,4585,11209,858160,9,5,1,2,12,106,10,5,1,3,12,125,Monday July 03 2017 05:58:58
2000,579,6680,434,1143,5389,1929,661,5984,402,766,6720,222286,97238,6398492,438436,1691381,3422863,309552,124854,607894,34009,58971,807380,10,2,102,11,6,97,11,2,101,11,6,117,Monday July 03 2017 06:01:58
1394,360,98,95,2258,8881,1301,405,102,113,2083,9505,139541,78780,33812,7258,2280714,7783004,181989,73151,10514,27199,171267,1171067,8,4,5,8,23,136,8,5,5,8,23,157,Monday July 03 2017 06:04:58
1219,423,92,138,1487,524,1098,424,91,162,1394,992,139746,211014,21596,37927,1957468,110741,195863,34250,28470,48581,133862,118571,11,6,1,4,27,38,12,6,1,4,27,74,Monday July 03 2017 06:07:58
1109,454,4403,332,283,6142,1068,507,4022,379,276,6972,115121,91952,4345110,68475,119099,4957895,143675,94000,550531,60437,26453,876737,8,4,88,12,9,116,8,4,87,13,9,145,Monday July 03 2017 06:10:58
1349,476,896,134,727,8091,1320,476,916,146,681,9056,146649,201430,123445,21228,691604,5974200,194060,52658,64130,34172,60312,1146450,10,5,74,3,12,180,11,6,73,2,12,205,Monday July 03 2017 06:13:58
1566,587,209,190,2493,1315,1551,652,232,229,2135,1566,188555,125176,43540,56633,3256352,1291300,245245,109999,49332,33818,195963,167169,10,2,8,7,28,48,11,2,9,7,28,75,Monday July 03 2017 06:16:58
1589,569,139,203,159,827,1501,616,136,251,169,481,157876,158294,35866,34585,13377,1247575,198425,100022,22578,59693,10022,47716,10,4,2,6,14,7,11,4,2,7,14,20,Monday July 03 2017 06:19:58
1919,344,320,1841,1166,423,1875,358,332,1800,932,441,186978,130762,87928,1680613,1788594,404437,235057,43792,45001,167239,93531,60615,10,4,7,14,9,12,10,5,7,14,9,25,Monday July 03 2017 06:22:58
2168,329,237,3377,196,119,1975,349,255,2702,230,212,200570,130026,45442,4050415,49975,33559,264029,43344,58267,351432,22811,22440,12,3,4,37,8,3,12,3,4,37,8,16,Monday July 03 2017 06:25:58
1996,288,210,3884,1802,115,1928,311,212,3757,1333,193,174019,68852,48470,3123134,1751928,22580,250041,52211,30881,460721,247491,42276,12,3,3,102,14,3,13,3,3,103,14,3,Monday July 03 2017 06:28:58
2260,587,1608,571,54,32,2268,657,1571,706,60,76,217766,85802,1621867,45426,3009,14632,296028,125010,217659,65307,2903,11601,8,7,37,54,3,1,8,7,37,55,3,3,Monday July 03 2017 06:31:58
3023,366,834,1902,883,0,2956,386,862,1635,786,0,282699,137472,167943,2287163,1454361,0,421281,48840,135676,150329,55430,0,10,5,23,31,2,0,10,5,23,33,2,0,Monday July 03 2017 06:34:58
5254,475,1491,17,3092,0,5134,535,1258,31,2685,0,434399,72566,1477716,5324,2462553,0,691682,101204,127520,2395,285281,0,11,2,18,4,63,0,11,3,18,4,64,0,Monday July 03 2017 06:37:58
2775,278,258,1,276,0,2664,337,268,1,362,0,242123,71234,89370,76,18167,0,360695,57713,27035,76,25670,0,8,3,12,1,29,0,9,4,12,1,29,0,Monday July 03 2017 06:40:58
3312,583,328,139,55,0,3272,626,336,153,56,0,289247,123138,92757,25708,4429,0,459889,112532,58594,34813,3490,0,9,5,8,2,3,0,10,5,8,2,3,0,Monday July 03 2017 06:43:58
7460,409,139,7783,14640,26,7411,473,144,4015,14264,0,669208,103754,33643,11718700,10031078,1040,1145577,77952,17154,288213,2715152,0,15,1,5,30,229,0,16,1,5,32,229,0,Monday July 03 2017 06:46:58
3158,483,3891,222,3132,0,3077,528,3695,274,3483,0,312321,96818,3617430,29452,1510335,0,483212,94912,333839,34736,838086,0,13,2,33,21,142,0,13,2,33,21,148,0,Monday July 03 2017 06:49:58
6083,431,7329,965,1152,0,5843,501,6621,879,927,0,534814,112088,6298041,1116970,1843281,0,833551,84168,908942,85999,81091,0,11,2,133,18,5,0,11,4,133,18,5,0,Monday July 03 2017 06:52:58
1752,351,1977,212,249,0,1648,409,2169,244,285,0,183125,78292,821372,51950,85673,0,228875,72664,262018,25906,29794,0,11,3,56,7,10,0,12,4,56,7,10,0,Monday July 03 2017 06:55:58
3553,699,3321,160,90,0,3339,778,3322,188,83,0,338837,117588,2368279,25950,17315,0,454380,145814,397849,40854,8573,0,6,6,55,3,2,0,7,6,55,3,2,0,Monday July 03 2017 06:58:58
3665,448,109,647,185,0,3544,486,103,591,181,0,347756,161860,29884,604198,34290,0,566831,65862,30492,59530,35458,0,8,6,1,13,3,0,10,5,1,13,3,0,Monday July 03 2017 07:01:58
2884,630,176,358,1544,0,2694,715,166,338,1345,0,285381,95656,47224,350238,1116179,0,394567,138137,18904,31542,179885,0,11,2,3,18,30,0,11,3,3,18,30,0,Monday July 03 2017 07:04:58
1648,434,78,102,512,0,1559,495,73,117,558,0,147971,86208,28315,13684,39113,0,200808,87218,8678,9768,52556,0,8,6,2,7,24,0,8,7,2,7,24,0,Monday July 03 2017 07:07:58
3325,920,9303,169,9173,0,3233,980,6958,197,6926,0,304162,235598,12281223,26729,15085711,0,401942,164666,1070764,41302,478325,0,7,8,83,7,39,0,7,8,83,9,39,0,Monday July 03 2017 07:10:58
2113,407,732,192,526,0,1937,483,843,250,637,0,214287,66822,113289,54171,56535,0,277193,91330,53735,35181,55910,0,10,2,38,3,40,0,10,3,38,4,40,0,Monday July 03 2017 07:13:58
1694,573,205,2713,104,0,1657,660,216,2563,102,0,157170,121862,48602,2378276,10260,0,195417,117423,21900,289739,27035,0,10,2,9,56,2,0,10,3,10,56,2,0,Monday July 03 2017 07:16:58
3273,716,114,324,124,0,2917,774,113,398,116,0,358815,178554,30434,51642,19082,0,442178,128502,31276,46531,30626,0,12,5,1,33,0,0,14,5,1,33,0,0,Monday July 03 2017 07:19:58
4508,701,87,903,12150,0,4414,793,85,792,11403,0,401097,155916,33023,979074,7729445,0,701338,139500,9425,92302,2157620,0,13,1,3,19,192,0,13,1,3,20,192,0,Monday July 03 2017 07:22:58
2221,610,2279,211,1709,0,2114,691,1830,233,1940,0,210802,110426,2655983,41882,420899,0,372945,131116,168981,24240,618225,0,8,6,14,4,53,0,8,6,14,4,52,0,Monday July 03 2017 07:25:58
3047,676,280,150,6375,0,2762,739,296,162,5361,0,270937,243942,40472,22102,7459417,0,373663,102809,42694,35360,472733,0,9,5,14,8,47,0,9,6,14,8,47,0,Monday July 03 2017 07:28:58
1868,565,6715,5008,367,0,1814,655,5496,4022,418,0,197598,85314,8199479,6841195,69712,0,252423,126962,582874,449308,66270,0,10,1,114,40,25,0,11,1,114,40,25,0,Monday July 03 2017 07:31:58
2025,606,916,1073,191,0,1715,680,971,1130,212,0,221333,112638,89261,634541,35440,0,245315,125750,65880,92867,45868,0,9,1,70,39,7,0,9,1,70,41,7,0,Monday July 03 2017 07:34:58
2297,602,284,3686,236,0,2212,657,308,2866,266,0,222486,168052,67877,5091077,49587,0,296138,105870,51118,288572,51735,0,7,5,8,48,8,0,7,6,8,48,8,0,Monday July 03 2017 07:37:58
1020,511,188,404,2516,0,903,569,192,458,2098,0,134690,93948,83108,39965,2089789,0,125363,103819,17715,31450,287949,0,10,1,6,30,18,0,10,2,6,30,18,0,Monday July 03 2017 07:40:58
1746,684,194,1367,303,0,1649,760,188,1248,375,0,221476,136590,52703,1254386,44402,0,281695,139496,21627,130840,74364,0,10,4,5,15,16,0,10,6,5,15,16,0,Monday July 03 2017 07:43:58
1702,759,9326,230,1913,0,1705,830,7117,293,1737,0,158236,179094,12017728,31691,1337478,0,193694,139590,1075760,46839,168566,0,7,7,68,22,22,0,7,7,68,23,23,0,Monday July 03 2017 07:46:58
2809,314,129,102,3073,0,2692,338,138,128,2690,0,277692,92104,31096,19476,2406592,0,370205,52080,12474,12432,283624,0,10,2,6,2,67,0,10,2,6,3,67,0,Monday July 03 2017 07:49:58
1290,686,125,257,1786,0,1243,803,113,294,1477,0,156337,122834,35668,53392,1620322,0,190463,151246,12113,31703,134611,0,14,2,5,2,42,0,14,4,5,3,42,0,Monday July 03 2017 07:52:58
