Ninputpackets_192.168.10.3,Ninputpackets_192.168.10.50,Ninputpackets_192.168.10.51,Ninputpackets_192.168.10.19,Ninputpackets_192.168.10.9,Ninputpackets_192.168.10.25,Noutputpackets_192.168.10.3,Noutputpackets_192.168.10.50,Noutputpackets_192.168.10.51,Noutputpackets_192.168.10.19,Noutputpackets_192.168.10.9,Noutputpackets_192.168.10.25,inputbytes_192.168.10.3,inputbytes_192.168.10.50,inputbytes_192.168.10.51,inputbytes_192.168.10.19,inputbytes_192.168.10.9,inputbytes_192.168.10.25,outputbytes_192.168.10.3,outputbytes_192.168.10.50,outputbytes_192.168.10.51,outputbytes_192.168.10.19,outputbytes_192.168.10.9,outputbytes_192.168.10.25,inputuniqueIPs_192.168.10.3,inputuniqueIPs_192.168.10.50,inputuniqueIPs_192.168.10.51,inputuniqueIPs_192.168.10.19,inputuniqueIPs_192.168.10.9,inputuniqueIPs_192.168.10.25,outputuniqueIPs_192.168.10.3,outputuniqueIPs_192.168.10.50,outputuniqueIPs_192.168.10.51,outputuniqueIPs_192.168.10.19,outputuniqueIPs_192.168.10.9,outputuniqueIPs_192.168.10.25,Time
10,0,0,3,1,0,5,0,0,11,3,0,726,0,0,311,40,0,656,0,0,836,986,0,4,0,0,3,1,0,4,0,0,8,3,0,Friday July 07 2017 03:34:00
2,1,0,1,6,1,2,0,0,2,4,1,128,1500,0,60,3242,1465,255,0,0,621,602,1500,1,1,0,1,6,1,2,0,0,2,3,1,Friday July 07 2017 03:37:00
5,0,0,3,7,0,5,1,0,0,8,0,746,0,0,1647,873,0,631,312,0,0,3747,0,3,0,0,3,3,0,2,0,0,0,6,0,Friday July 07 2017 03:40:00
0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1889,0,0,0,0,0,180,0,0,0,0,0,3,0,0,0,0,0,2,0,Friday July 07 2017 03:43:00
5,0,0,0,2,0,0,0,0,0,2,0,607,0,0,0,1540,0,0,0,0,0,139,0,3,0,0,0,2,0,0,0,0,0,1,0,Friday July 07 2017 03:46:00
3,2,0,2,0,1,2,0,0,1,3,0,278,204,0,3385,0,52,340,0,0,69,121,0,3,2,0,2,0,1,2,0,0,1,3,0,Friday July 07 2017 03:49:00
2,0,0,2,9,0,1,1,0,0,9,0,197,0,0,123,4649,0,346,92,0,0,4622,0,2,0,0,2,9,0,1,1,0,0,7,0,Friday July 07 2017 03:52:00
2,0,1,0,4,0,2,0,0,1,1,0,159,0,143,0,3468,0,468,0,0,556,96,0,2,0,1,0,3,0,1,0,0,1,1,0,Friday July 07 2017 03:55:00
3,0,0,1,7,1,5,0,0,4,6,0,180,0,0,2948,7208,1500,1910,0,0,578,240,0,2,0,0,1,6,1,4,0,0,2,6,0,Friday July 07 2017 03:58:00
0,0,0,2,1,5,3,1,0,6,0,3,0,0,0,248,52,7380,538,40,0,582,0,306,0,0,0,1,1,3,2,1,0,5,0,3,Friday July 07 2017 04:01:00
2,0,0,0,0,6,1,0,0,0,0,3,160,0,0,0,0,9000,317,0,0,0,0,157,2,0,0,0,0,5,1,0,0,0,0,3,Friday July 07 2017 04:04:00
5,0,0,0,4,0,1,1,0,0,4,0,837,0,0,0,2070,0,90,455,0,0,203,0,4,0,0,0,4,0,1,1,0,0,4,0,Friday July 07 2017 04:07:00
2,0,0,0,0,0,2,0,0,0,0,0,140,0,0,0,0,0,206,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,Friday July 07 2017 04:10:00
3,0,0,0,1,4,1,0,0,0,5,5,165,0,0,0,52,548,234,0,0,0,1738,658,3,0,0,0,1,4,1,0,0,0,4,4,Friday July 07 2017 04:13:00
1,0,0,0,0,2,2,1,0,0,0,0,207,0,0,0,0,1581,351,156,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,Friday July 07 2017 04:16:00
3,1,0,0,0,0,2,0,0,0,0,0,190,2948,0,0,0,0,165,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,Friday July 07 2017 04:19:00
5,1,0,0,0,0,3,0,0,0,1,0,476,108,0,0,0,0,348,0,0,0,108,0,4,1,0,0,0,0,1,0,0,0,1,0,Friday July 07 2017 04:22:00
2,0,0,0,1,0,2,0,0,0,2,0,291,0,0,0,2900,0,185,0,0,0,80,0,2,0,0,0,1,0,2,0,0,0,1,0,Friday July 07 2017 04:25:00
8,2,0,1,0,4,3,0,0,1,0,9,675,3072,0,52,0,6203,406,0,0,52,0,2087,2,2,0,1,0,3,2,0,0,1,0,9,Friday July 07 2017 04:28:00
3,0,0,1,0,3,2,2,0,0,0,2,671,0,0,104,0,3052,157,559,0,0,0,116,3,0,0,0,0,3,1,2,0,0,0,2,Friday July 07 2017 04:31:00
1,0,0,0,4,1,1,1,0,0,0,1,51,0,0,0,4578,111,203,51,0,0,0,52,1,0,0,0,4,1,1,1,0,0,0,1,Friday July 07 2017 04:34:00
0,1,0,10,1,1,4,1,0,4,3,1,0,40,0,11617,1500,2948,446,120,0,196,132,78,0,1,0,7,1,1,3,1,0,4,2,1,Friday July 07 2017 04:37:00
0,0,0,8,4,0,2,0,0,2,2,0,0,0,0,10564,2809,0,247,0,0,80,104,0,0,0,0,3,4,0,2,0,0,2,2,0,Friday July 07 2017 04:40:00
2,0,0,0,2,1,1,1,2,2,4,1,130,0,0,0,4388,729,118,124,519,140,161,40,1,0,0,0,2,1,0,1,1,2,4,1,Friday July 07 2017 04:43:00
4,0,0,8,1,0,5,1,0,2,1,0,536,0,0,6573,40,0,444,40,0,104,41,0,3,0,0,6,1,0,4,1,0,2,1,0,Friday July 07 2017 04:46:00
4,0,0,3,2,2,1,0,0,2,3,5,341,0,0,2939,92,4448,92,0,0,127,120,254,3,0,0,3,2,1,1,0,0,2,3,4,Friday July 07 2017 04:49:00
1,0,0,2,1,0,0,1,0,0,4,2,60,0,0,1552,40,0,0,63,0,0,297,110,1,0,0,2,1,0,0,1,0,0,4,2,Friday July 07 2017 04:52:00
2,0,0,0,1,2,2,1,0,1,0,0,112,0,0,0,1470,3000,181,52,0,60,0,0,2,0,0,0,1,2,2,1,0,0,0,0,Friday July 07 2017 04:55:00
4,2,0,10,4,1,3,1,1,18,9,2,379,129,0,10713,4267,2848,243,40,200,9043,409,104,4,1,0,8,4,1,3,1,1,12,7,1,Friday July 07 2017 04:58:00
1,0,0,4,8,1,2,0,0,3,9,0,67,0,0,315,13031,838,342,0,0,661,811,0,1,0,0,3,2,1,2,0,0,3,6,0,Friday July 07 2017 05:01:00
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,126,0,1470,126,0,0,0,0,52,0,0,0,1,0,1,1,0,0,0,0,1,Friday July 07 2017 05:04:00
1,1,0,0,0,0,0,1,0,0,0,1,455,91,0,0,0,0,0,455,0,0,0,91,1,1,0,0,0,0,0,1,0,0,0,1,Friday July 07 2017 05:07:00
1,0,0,2,0,1,0,2,0,3,0,0,52,0,0,104,0,52,0,92,0,132,0,0,1,0,0,2,0,1,0,2,0,3,0,0,Friday July 07 2017 05:10:00
3,0,0,1,1,0,1,2,0,0,0,1,173,0,0,52,2960,0,263,104,0,0,0,46,2,0,0,0,1,0,1,2,0,0,0,1,Friday July 07 2017 05:13:00
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Friday July 07 2017 05:16:00
2,1,0,0,0,1,0,1,0,0,0,0,229,332,0,0,0,76,0,52,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,Friday July 07 2017 05:19:00
0,1,0,0,0,0,2,0,0,0,0,2,0,52,0,0,0,0,182,0,0,0,0,130,0,1,0,0,0,0,2,0,0,0,0,2,Friday July 07 2017 05:22:00
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Friday July 07 2017 05:25:00
0,2,0,0,0,0,0,1,0,0,1,0,0,120,0,0,0,0,0,76,0,0,60,0,0,2,0,0,0,0,0,1,0,0,1,0,Friday July 07 2017 05:28:00
1,1,0,0,1,0,1,0,0,0,1,0,75,368,0,0,298,0,368,0,0,0,75,0,1,1,0,0,1,0,1,0,0,0,1,0,Friday July 07 2017 05:31:00
1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Friday July 07 2017 05:34:00
0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4500,0,0,0,51,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Friday July 07 2017 05:37:00
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Friday July 07 2017 05:40:00
1,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Friday July 07 2017 05:43:00
0,1,0,0,0,0,1,0,0,0,0,0,0,368,0,0,0,0,368,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Friday July 07 2017 05:46:00
1,1,0,0,0,0,0,0,0,0,0,0,62,108,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Friday July 07 2017 05:49:00
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Friday July 07 2017 05:52:00
2,1,0,0,0,0,1,2,0,0,0,0,153,60,0,0,0,0,60,91,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,Friday July 07 2017 05:55:00
0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Friday July 07 2017 05:58:00
1,0,1,0,0,0,0,1,0,0,0,1,52,0,52,0,0,0,0,52,0,0,0,52,1,0,1,0,0,0,0,1,0,0,0,1,Friday July 07 2017 06:01:00
1,0,0,1,0,1,2,1,0,3,0,0,58,0,0,829,0,2888,471,988,0,162,0,0,1,0,0,1,0,1,2,1,0,3,0,0,Friday July 07 2017 06:04:00
3,1,0,1,4,0,0,0,1,0,4,1,178,52,0,40,3320,0,0,0,52,0,234,52,2,1,0,1,4,0,0,0,1,0,3,1,Friday July 07 2017 06:07:00
1,0,0,0,6,0,3,0,0,1,4,0,98,0,0,0,13380,0,240,0,0,52,613,0,1,0,0,0,2,0,1,0,0,1,2,0,Friday July 07 2017 06:10:00
3,0,0,0,1,0,0,0,0,0,5,0,203,0,0,0,40,0,0,0,0,0,307,0,2,0,0,0,1,0,0,0,0,0,4,0,Friday July 07 2017 06:13:00
1,0,0,1,5,0,2,0,0,0,2,0,68,0,0,130,6247,0,373,0,0,0,80,0,1,0,0,1,2,0,2,0,0,0,2,0,Friday July 07 2017 06:16:00
0,1,0,1,2,0,1,0,0,0,3,0,0,51,0,40,126,0,51,0,0,0,122,0,0,1,0,1,2,0,1,0,0,0,3,0,Friday July 07 2017 06:19:00
0,0,0,7,1,0,2,0,0,5,0,0,0,0,0,8170,48,0,149,0,0,260,0,0,0,0,0,6,1,0,2,0,0,3,0,0,Friday July 07 2017 06:22:00
0,1,0,1,0,0,0,1,0,0,0,0,0,52,0,40,0,0,0,40,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Friday July 07 2017 06:25:00
0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,2970,1500,381,0,0,0,0,116,0,0,0,0,2,1,2,0,0,0,0,1,Friday July 07 2017 06:28:00
3,0,0,3,0,0,3,2,0,3,0,1,182,0,0,1604,0,0,348,132,0,174,0,52,3,0,0,3,0,0,2,2,0,2,0,1,Friday July 07 2017 06:31:00
6,0,0,21,0,8,8,1,0,16,0,1,801,0,0,33149,0,7655,819,52,0,2977,0,477,2,0,0,11,0,5,3,1,0,10,0,1,Friday July 07 2017 06:34:00
5,1,0,1,1,3,2,0,0,0,0,1,552,2960,0,52,1500,4499,302,0,0,0,0,52,2,1,0,1,1,3,1,0,0,0,0,1,Friday July 07 2017 06:37:00
7,0,0,0,2,0,0,1,0,1,0,0,477,0,0,0,338,0,0,40,0,52,0,0,2,0,0,0,2,0,0,1,0,1,0,0,Friday July 07 2017 06:40:00
4,0,0,1,0,0,3,0,0,4,0,0,253,0,0,1420,0,0,389,0,0,172,0,0,2,0,0,1,0,0,2,0,0,2,0,0,Friday July 07 2017 06:43:00
4,1,0,0,8,0,3,0,0,0,4,0,255,40,0,0,13220,0,594,0,0,0,206,0,2,0,0,0,5,0,1,0,0,0,3,0,Friday July 07 2017 06:46:00
1,0,0,0,0,3,1,1,0,0,2,0,52,0,0,0,0,1612,143,52,0,0,93,0,1,0,0,0,0,2,1,1,0,0,2,0,Friday July 07 2017 06:49:00
2,1,0,0,0,0,0,0,0,0,1,0,127,52,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,1,0,Friday July 07 2017 06:52:00
1,1,0,0,0,0,2,0,0,0,0,0,65,2948,0,0,0,0,248,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Friday July 07 2017 06:55:00
4,1,0,0,1,0,2,1,0,1,2,1,277,51,0,0,2344,0,130,92,0,40,486,52,3,1,0,0,1,0,2,1,0,1,1,1,Friday July 07 2017 06:58:00
0,1,0,5,0,0,1,0,0,1,1,0,0,108,0,2825,0,0,84,0,0,52,108,0,0,1,0,2,0,0,1,0,0,1,1,0,Friday July 07 2017 07:01:00
5,0,0,3,3,1,4,1,0,0,2,0,458,0,0,240,170,505,462,40,0,0,93,0,2,0,0,2,3,1,3,1,0,0,2,0,Friday July 07 2017 07:04:00
1,1,0,0,4,0,2,0,0,0,6,2,154,108,0,0,2305,0,272,0,0,0,2119,104,1,1,0,0,3,0,2,0,0,0,6,1,Friday July 07 2017 07:07:00
2,1,0,4,2,0,2,0,0,6,0,1,212,210,0,3105,1605,0,194,0,0,1899,0,210,2,1,0,4,2,0,2,0,0,5,0,1,Friday July 07 2017 07:10:00
4,1,0,8,0,3,2,2,0,8,0,6,290,44,0,6230,0,2952,261,118,0,2649,0,378,3,1,0,7,0,1,1,2,0,6,0,5,Friday July 07 2017 07:13:00
3,0,0,4,1,0,2,0,0,6,1,0,227,0,0,4540,86,0,275,0,0,621,76,0,2,0,0,4,1,0,2,0,0,5,1,0,Friday July 07 2017 07:16:00
4,1,0,1,4,0,0,1,0,1,5,0,367,56,0,52,1655,0,0,40,0,52,224,0,2,1,0,1,4,0,0,1,0,1,4,0,Friday July 07 2017 07:19:00
2,0,0,1,1,1,3,2,0,0,0,1,231,0,0,52,129,52,303,116,0,0,0,40,2,0,0,1,1,1,2,2,0,0,0,1,Friday July 07 2017 07:22:00
2,2,0,0,0,0,2,2,0,1,2,0,513,110,0,0,0,0,437,547,0,52,80,0,2,2,0,0,0,0,1,2,0,1,2,0,Friday July 07 2017 07:25:00
5,1,0,0,0,0,4,0,0,0,0,0,326,52,0,0,0,0,482,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,Friday July 07 2017 07:28:00
2,0,0,0,0,0,1,0,0,1,1,0,176,0,0,0,0,0,75,0,0,263,112,0,2,0,0,0,0,0,1,0,0,1,1,0,Friday July 07 2017 07:31:00
2,0,0,2,0,0,1,0,0,1,0,0,128,0,0,92,0,0,129,0,0,52,0,0,2,0,0,2,0,0,1,0,0,1,0,0,Friday July 07 2017 07:34:00
2,0,0,4,0,1,3,3,0,1,0,1,519,0,0,1455,0,111,349,1547,0,52,0,52,2,0,0,4,0,1,3,3,0,1,0,1,Friday July 07 2017 07:37:00
1,1,0,9,0,1,3,1,0,12,0,0,71,2948,0,11357,0,90,537,90,0,686,0,0,1,1,0,8,0,1,2,1,0,9,0,0,Friday July 07 2017 07:40:00
5,2,0,1,5,0,3,0,0,1,5,0,323,204,0,52,9103,0,329,0,0,52,200,0,1,2,0,1,4,0,3,0,0,1,3,0,Friday July 07 2017 07:43:00
1,0,0,0,0,0,3,1,0,0,0,1,172,0,0,0,0,0,243,108,0,0,0,78,1,0,0,0,0,0,1,1,0,0,0,1,Friday July 07 2017 07:46:00
4,14,0,0,0,0,4,9,1,1,1,0,267,672,0,0,0,0,544,424,52,231,52,0,1,2,0,0,0,0,3,2,1,1,1,0,Friday July 07 2017 07:49:00
2,92,0,3,0,0,2,101,0,2,0,1,515,5668,0,3052,0,0,268,4531,0,128,0,78,1,3,0,3,0,0,0,3,0,2,0,1,Friday July 07 2017 07:52:00
4,55,0,3,0,0,6,46,0,3,1,0,306,3332,0,4973,0,0,793,1868,0,156,1811,0,4,2,0,3,0,0,3,2,0,3,1,0,Friday July 07 2017 07:55:00
2,1,0,2,1,0,1,1,0,1,0,0,256,124,0,3000,63,0,79,63,0,52,0,0,2,1,0,2,1,0,1,1,0,1,0,0,Friday July 07 2017 07:58:00
2,0,0,3,0,0,2,1,0,4,0,0,304,0,0,156,0,0,287,52,0,227,0,0,1,0,0,3,0,0,2,1,0,4,0,0,Friday July 07 2017 08:01:00
2,1,0,0,0,3,5,1,0,0,0,1,121,120,0,0,0,4500,598,52,0,0,0,40,2,1,0,0,0,2,4,1,0,0,0,1,Friday July 07 2017 08:04:00
3,15,0,3,1,0,0,10,0,1,0,0,324,692,0,3060,112,0,0,3308,0,40,0,0,3,1,0,3,1,0,0,1,0,1,0,0,Friday July 07 2017 08:07:00
5,4,0,3,3,1,4,1,0,4,7,3,1602,184,0,690,3022,921,540,40,0,227,652,1510,4,2,0,2,3,1,3,1,0,3,5,2,Friday July 07 2017 08:10:00
1,0,0,3,1,0,5,1,0,0,0,2,61,0,0,1574,40,0,708,52,0,0,0,104,1,0,0,3,1,0,2,1,0,0,0,2,Friday July 07 2017 08:13:00
7,0,0,0,1,0,1,1,0,0,2,0,997,0,0,0,52,0,84,455,0,0,81,0,4,0,0,0,1,0,1,1,0,0,2,0,Friday July 07 2017 08:16:00
1,2,0,0,0,3,0,0,0,1,0,1,62,152,0,0,0,1569,0,0,0,83,0,52,1,2,0,0,0,3,0,0,0,1,0,1,Friday July 07 2017 08:19:00
2,10,0,0,7,1,4,8,0,0,3,1,143,440,0,0,6275,537,488,320,0,0,134,52,2,1,0,0,7,1,3,1,0,0,3,1,Friday July 07 2017 08:22:00
8,2,0,0,2,0,6,1,0,0,1,1,605,328,0,0,1584,0,731,52,0,0,40,181,5,2,0,0,1,0,4,1,0,0,1,1,Friday July 07 2017 08:25:00
3,1,1,0,6,5,6,1,0,0,11,5,177,52,52,0,6412,6040,537,52,0,0,3756,242,2,1,1,0,4,3,4,0,0,0,10,5,Friday July 07 2017 08:28:00
2,0,0,0,4,0,2,0,0,0,3,1,175,0,0,0,7146,0,328,0,0,0,225,52,2,0,0,0,4,0,2,0,0,0,3,1,Friday July 07 2017 08:31:00
1,0,0,0,0,0,1,0,1,2,3,0,75,0,0,0,0,0,130,0,60,80,122,0,1,0,0,0,0,0,1,0,1,1,3,0,Friday July 07 2017 08:34:00
6,0,0,1,1,0,1,1,0,0,2,1,454,0,0,1500,52,0,295,76,0,0,81,52,5,0,0,1,1,0,1,1,0,0,2,1,Friday July 07 2017 08:37:00
4,0,0,0,2,0,3,1,0,1,6,0,619,0,0,0,1653,0,510,312,0,52,707,0,3,0,0,0,2,0,3,1,0,1,6,0,Friday July 07 2017 08:40:00
1,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,1,Friday July 07 2017 08:43:00
1,3,0,0,1,0,3,0,0,0,1,0,64,197,0,0,1852,0,201,0,0,0,41,0,1,3,0,0,1,0,3,0,0,0,1,0,Friday July 07 2017 08:46:00
4,0,0,0,0,1,1,2,0,1,1,2,381,0,0,0,0,1500,159,232,0,569,626,119,3,0,0,0,0,1,1,2,0,1,1,2,Friday July 07 2017 08:49:00
3,0,0,0,4,0,2,0,0,0,4,1,227,0,0,0,4363,0,202,0,0,0,792,52,2,0,0,0,3,0,2,0,0,0,3,1,Friday July 07 2017 08:52:00
6,39,0,1,0,0,2,36,0,3,0,0,362,1776,0,1581,0,0,220,61096,0,166,0,0,4,2,0,1,0,0,0,3,0,2,0,0,Friday July 07 2017 08:55:00
3,104,1,2,0,0,2,76,0,1,0,0,193,4588,1500,140,0,0,155,184643,0,52,0,0,2,1,1,2,0,0,2,3,0,1,0,0,Friday July 07 2017 08:58:00
2,129,1,0,0,0,3,72,0,0,0,0,521,5736,1500,0,0,0,417,164883,0,0,0,0,2,1,1,0,0,0,1,3,0,0,0,0,Friday July 07 2017 09:01:00
3,113,0,0,0,0,1,60,0,0,0,0,180,4936,0,0,0,0,130,110098,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,Friday July 07 2017 09:04:00
5,103,0,0,3,0,2,75,0,0,1,0,380,4496,0,0,2191,0,193,130434,0,0,40,0,3,1,0,0,2,0,2,1,0,0,1,0,Friday July 07 2017 09:07:00
