Ninputpackets_192.168.10.3,Ninputpackets_192.168.10.50,Ninputpackets_192.168.10.51,Ninputpackets_192.168.10.19,Ninputpackets_192.168.10.9,Ninputpackets_192.168.10.25,Noutputpackets_192.168.10.3,Noutputpackets_192.168.10.50,Noutputpackets_192.168.10.51,Noutputpackets_192.168.10.19,Noutputpackets_192.168.10.9,Noutputpackets_192.168.10.25,inputbytes_192.168.10.3,inputbytes_192.168.10.50,inputbytes_192.168.10.51,inputbytes_192.168.10.19,inputbytes_192.168.10.9,inputbytes_192.168.10.25,outputbytes_192.168.10.3,outputbytes_192.168.10.50,outputbytes_192.168.10.51,outputbytes_192.168.10.19,outputbytes_192.168.10.9,outputbytes_192.168.10.25,inputuniqueIPs_192.168.10.3,inputuniqueIPs_192.168.10.50,inputuniqueIPs_192.168.10.51,inputuniqueIPs_192.168.10.19,inputuniqueIPs_192.168.10.9,inputuniqueIPs_192.168.10.25,outputuniqueIPs_192.168.10.3,outputuniqueIPs_192.168.10.50,outputuniqueIPs_192.168.10.51,outputuniqueIPs_192.168.10.19,outputuniqueIPs_192.168.10.9,outputuniqueIPs_192.168.10.25,Time
2208,472,152,224,2699,4975,2010,500,151,309,2197,3428,244865,95492,43927,13337,3907563,7292250,293597,83559,15140,21029,234004,315404,15,6,5,47,12,34,15,6,6,48,12,39,Tuesday July 04 2017 03:29:44
2498,736,135,4737,285,1986,2419,822,137,4097,333,1175,284159,106108,42213,4782393,30597,3257271,344923,153987,19565,513845,47752,98907,11,1,2,76,18,8,12,2,2,75,18,16,Tuesday July 04 2017 03:32:44
2329,531,163,448,537,4856,2096,562,159,520,414,4228,226672,97646,45974,25811,498721,6490319,278191,100297,18646,28956,46731,421962,9,5,1,29,7,25,9,5,1,30,7,31,Tuesday July 04 2017 03:35:44
2721,439,60,867,78,2356,2657,474,50,707,88,1526,309986,68366,22910,847278,3996,3555618,423190,84274,6155,62693,4000,147066,9,1,1,30,4,19,9,2,1,30,4,21,Tuesday July 04 2017 03:38:44
1352,649,1967,249,104,3231,1213,694,2044,297,101,2179,155211,90816,1112512,41951,20216,5108924,169673,128265,265379,41258,16770,180990,8,8,50,31,0,15,8,9,50,31,0,18,Tuesday July 04 2017 03:41:44
3435,436,870,4093,1667,4546,3264,481,724,3375,1602,4136,296324,83574,1281316,5150282,1134776,5774663,410666,80568,57369,339803,160997,415500,11,3,6,53,21,22,11,3,6,53,21,27,Tuesday July 04 2017 03:44:44
1807,587,575,62,149,4289,1744,628,481,85,168,3435,198845,84630,614175,8291,25343,5636065,248342,115782,40938,5808,14435,318707,9,4,6,24,11,49,9,4,6,25,11,55,Tuesday July 04 2017 03:47:44
2908,863,7141,2428,1494,2967,2803,925,5326,2316,1087,2376,283017,139916,10595553,2408223,2212020,3904816,370255,169387,546225,261697,68762,200397,12,3,49,41,14,15,12,3,49,42,14,22,Tuesday July 04 2017 03:50:44
3388,397,465,2444,131,3052,3214,432,305,2459,128,2436,381817,97582,513020,1590867,24243,4029559,500808,61667,31030,338627,12448,199529,11,3,4,64,5,7,11,5,5,64,5,11,Tuesday July 04 2017 03:53:44
2442,705,220,1444,4719,3793,2348,780,225,1358,4129,3428,244444,127203,63217,1608224,4888085,4521067,294321,157654,29765,135394,394830,310936,13,4,4,54,74,30,13,5,4,54,75,34,Tuesday July 04 2017 03:56:44
6167,566,5834,2398,882,2589,5604,594,4040,1803,972,2225,569773,102690,9982440,3212899,60848,3724150,775783,101809,351433,371136,79902,183028,12,4,22,36,62,9,13,5,22,37,62,13,Tuesday July 04 2017 03:59:44
2753,391,2882,33,316,2478,2547,412,2738,51,340,2297,249527,97770,2809763,3333,93927,3626391,331435,61090,365701,6136,28525,193596,12,3,73,8,7,18,11,4,72,10,8,23,Tuesday July 04 2017 04:02:44
4195,513,769,211,10,15520,3647,503,858,252,17,15870,388131,169216,66726,54561,962,15757554,543484,59593,56618,59448,1010,1602488,10,3,47,17,1,54,9,4,48,18,2,56,Tuesday July 04 2017 04:05:44
2669,502,142,112,1651,2387,2310,558,171,121,1365,1565,314261,111570,37609,20000,2129061,3412960,395665,91513,16979,12534,118002,144614,10,3,6,19,23,6,10,4,7,19,23,9,Tuesday July 04 2017 04:08:44
2302,259,3260,12,331,2571,1891,262,2698,23,369,1745,223185,63662,3928335,940,24666,3626755,253099,35109,312440,1774,28712,150893,13,2,29,8,23,15,12,3,30,9,23,18,Tuesday July 04 2017 04:11:44
2923,638,631,81,2605,2420,2549,667,666,88,2195,1609,261049,187268,60338,14540,3871217,3422523,341123,95853,43324,27719,172424,136717,9,4,29,12,18,7,9,5,29,12,18,8,Tuesday July 04 2017 04:14:44
1566,589,176,152,68,2638,1365,607,178,195,102,1848,140107,120386,42944,40020,4192,3638952,177878,100462,18722,36813,5785,177303,13,4,5,16,11,15,12,5,5,18,11,15,Tuesday July 04 2017 04:17:44
3332,600,270,102,43,2391,2875,639,256,105,46,1541,316161,179684,194487,10520,7260,3421117,396235,88962,50322,27911,3785,136089,14,1,3,3,1,6,14,1,3,3,2,7,Tuesday July 04 2017 04:20:44
1591,282,150,8,2,2630,1325,272,152,19,2,1814,140985,105975,46900,636,152,3657788,174076,25120,21909,1470,152,155945,11,2,8,7,0,15,11,4,8,7,0,16,Tuesday July 04 2017 04:23:44
3420,785,143,774,1825,2941,2909,812,155,595,1689,2060,332712,178437,24090,751991,1768355,4168319,392810,153586,34093,84301,220694,185638,13,5,5,17,27,14,13,5,5,18,27,16,Tuesday July 04 2017 04:26:44
3483,626,178,92,4825,2632,3326,664,165,127,3809,1802,311692,143798,51980,4886,6043284,3645207,420965,106451,20288,9679,366962,159658,7,9,2,7,41,18,8,9,2,7,42,21,Tuesday July 04 2017 04:29:44
2639,589,250,45,828,2821,2567,618,242,59,797,2081,251220,156110,56935,3006,253276,3761105,335488,92413,45332,24248,50643,206043,11,4,3,5,40,8,11,4,3,5,40,12,Tuesday July 04 2017 04:32:44
1765,837,72,132,2096,2415,1641,876,67,126,2011,1512,195986,190842,27622,25640,1355296,3523148,249815,143055,7838,13775,203552,130153,14,6,1,13,52,8,14,6,1,14,52,10,Tuesday July 04 2017 04:35:44
1460,395,165,42,326,2575,1473,408,155,56,392,1796,139235,98350,46072,2776,18163,3534846,186590,60040,17793,24020,19674,168621,8,2,3,3,31,13,10,2,3,3,31,15,Tuesday July 04 2017 04:38:44
3123,1038,188,259,228,2478,2815,1077,179,288,222,1595,322104,264802,43657,55649,31749,3527313,377089,171237,38539,64128,44675,156021,10,5,3,9,3,9,10,5,3,10,3,10,Tuesday July 04 2017 04:41:44
2559,672,116,86,0,2551,2640,721,112,96,0,1783,1413953,151798,29094,5622,0,3559346,294006,120584,11604,26252,0,159365,23,4,5,17,0,14,21,6,5,18,0,16,Tuesday July 04 2017 04:44:44
3004,736,2227,132,7769,5842,3033,769,1690,138,7176,6167,268733,156720,3488643,25504,5612417,11265028,380484,128878,174413,14533,799803,553944,26,2,8,6,119,47,27,3,8,7,119,49,Tuesday July 04 2017 04:47:44
2563,827,1038,44,29,2555,2458,852,789,47,117,1929,249929,224170,1083037,2900,1538,3412904,330519,125327,90185,23310,5001,189172,9,5,10,5,18,17,8,6,8,5,60,20,Tuesday July 04 2017 04:50:44
2019,732,258,1897,1294,2677,1878,769,262,1862,892,1807,191271,155496,67258,1507128,1803455,3641224,246081,126449,31959,191250,91108,154930,9,6,8,37,4,9,8,8,8,38,4,12,Tuesday July 04 2017 04:53:44
3279,796,190,482,727,2676,3138,862,190,422,718,1893,367636,200650,52734,333273,491961,3554084,455916,139500,20765,69068,76879,169149,9,4,6,13,20,14,10,5,6,13,20,17,Tuesday July 04 2017 04:56:44
2117,768,146,2134,218,6109,1946,917,144,1690,234,5027,221341,158203,29723,2698182,19735,7934217,284625,166746,33421,276107,20528,590644,12,4,2,45,14,15,12,7,3,45,14,17,Tuesday July 04 2017 04:59:44
1546,685,154,541,38,2495,1398,718,168,604,40,1614,174826,166638,41664,88470,2004,3457295,242335,109074,18131,59546,22338,140539,7,7,1,44,0,6,7,7,2,45,0,8,Tuesday July 04 2017 05:02:44
968,754,116,5,0,2865,828,910,128,18,0,1991,158139,124608,30548,380,0,3798709,175490,147697,32403,3799,0,191400,8,5,2,5,0,19,8,7,3,5,0,23,Tuesday July 04 2017 05:05:44
486,754,174,98,108,2511,456,953,162,111,95,1620,70053,103618,46836,19032,19181,3458009,78272,166061,18518,11774,10440,149051,10,6,1,9,1,11,11,8,1,9,1,14,Tuesday July 04 2017 05:08:44
492,499,129,8,110,2803,384,661,125,19,107,1863,91641,76032,32006,636,20756,3745225,67154,106725,31978,1470,17346,165671,10,6,1,6,0,13,9,11,1,6,0,16,Tuesday July 04 2017 05:11:44
1051,1157,1386,3471,119,2551,943,1344,1013,3116,131,1615,164653,255578,1824211,2925129,22136,3457177,161852,218530,132242,410150,50226,145413,12,3,9,50,0,9,12,6,9,50,0,10,Tuesday July 04 2017 05:14:44
327,618,63,200,86,2867,335,669,58,293,76,1892,44003,106862,23280,24921,17076,3749809,49321,118787,6663,25503,8288,166751,8,5,1,30,1,14,9,5,1,32,1,15,Tuesday July 04 2017 05:17:44
788,729,204,2,86,2570,697,825,197,2,76,1699,163735,125036,45589,152,17076,3448676,178557,150450,40594,152,8288,147191,8,4,1,2,1,11,10,5,1,2,1,13,Tuesday July 04 2017 05:20:44
370,506,76,93,187,2969,331,545,65,104,187,2065,61955,59123,27868,18652,36850,3807203,65690,101134,7685,11290,32491,187477,7,7,1,5,1,19,7,7,1,5,1,23,Tuesday July 04 2017 05:23:44
1036,831,151,555,104,2560,892,898,139,422,101,1666,136714,148823,41059,694375,20216,3453147,141322,158537,34593,46690,16770,145943,8,10,3,11,0,6,8,10,3,13,0,10,Tuesday July 04 2017 05:26:44
1043,560,290,32,2958,2842,999,586,262,47,2429,1911,129789,135417,144705,4916,2968654,3765051,148231,112069,38690,7211,242154,175265,11,5,4,3,41,18,12,5,4,3,40,21,Tuesday July 04 2017 05:29:44
297,444,109,2,599,2504,346,507,105,13,683,1608,36663,48526,29828,180,37724,3458195,53484,94526,9999,1014,41532,142725,8,6,4,0,33,7,9,7,4,0,33,10,Tuesday July 04 2017 05:32:44
567,629,72,3,207,2642,463,673,66,3,202,1672,96061,130230,27622,228,59515,3651274,103700,112503,7918,228,19961,162548,4,7,1,3,5,10,4,7,1,3,5,13,Tuesday July 04 2017 05:35:44
235,268,72,2,146,2644,277,286,69,13,148,1830,28322,29280,27195,180,40666,3566635,41264,51112,8317,1014,14172,166077,6,3,1,1,2,15,7,4,1,1,2,18,Tuesday July 04 2017 05:38:44
1707,701,6504,3757,18,2596,1549,744,6255,3749,25,1685,216848,152518,5066947,2951271,3140,3636053,242915,124229,1040336,414047,8482,147511,12,5,113,56,0,6,12,5,113,57,0,7,Tuesday July 04 2017 05:41:44
1213,486,427,327,2326,2730,1226,655,573,346,2073,1933,155971,73058,46563,33865,1843494,3599919,169843,106741,42764,38827,232700,175406,14,6,56,15,37,17,14,10,57,15,37,20,Tuesday July 04 2017 05:44:44
470,359,94,48,4591,2627,469,615,92,50,4284,1674,63627,67890,33992,2961,6985433,3638076,81261,83013,10119,3017,325189,147108,10,3,3,5,19,8,11,8,3,5,19,11,Tuesday July 04 2017 05:47:44
775,308,127,0,115,2666,662,433,123,0,143,1899,143271,51292,37130,0,6451,3551683,187792,59385,17365,0,7239,168954,8,4,3,0,11,15,8,7,3,0,10,18,Tuesday July 04 2017 05:50:44
1864,530,115,137,269,2673,1715,587,101,177,276,1749,204799,81764,35124,41928,79366,3647921,277764,102913,11197,30493,38649,154841,10,4,3,4,5,8,9,6,3,5,5,11,Tuesday July 04 2017 05:53:44
991,668,171,0,1150,2660,892,736,159,0,1151,1819,140211,166628,46772,0,648974,3560415,154635,117606,18130,0,158053,165361,10,4,1,0,30,13,11,5,1,0,30,15,Tuesday July 04 2017 05:56:44
498,295,110,29,1005,2709,464,319,102,46,696,1819,71245,50342,29936,8718,1441883,3660173,92136,52296,30440,6780,49699,163667,8,4,1,7,15,9,7,7,1,7,15,12,Tuesday July 04 2017 05:59:44
596,260,541,13,54,2396,568,249,506,24,58,1547,93250,73996,524079,1016,7338,3323629,112924,46465,47956,1850,4241,137903,8,8,11,9,4,7,7,10,11,10,4,8,Tuesday July 04 2017 06:02:44
1762,258,6732,2,5372,2761,1694,293,6269,15,4813,1883,174615,63986,6264529,152,4224507,3643096,245055,43875,898744,3571,717351,185059,9,4,145,2,64,21,9,5,145,3,64,24,Tuesday July 04 2017 06:05:44
2556,629,1525,537,6394,2580,2499,678,1680,572,6107,1639,286949,165768,569923,271232,3298695,3605037,405072,104649,116501,73981,1465976,150099,11,2,100,9,137,8,12,2,101,9,137,10,Tuesday July 04 2017 06:08:44
1800,419,2321,128,7107,3492,1713,427,2281,144,6049,2462,196595,118050,1872205,30281,5558149,4543114,257416,58229,248043,18009,1137035,210912,13,1,37,9,124,13,13,1,37,9,124,17,Tuesday July 04 2017 06:11:44
1077,176,1859,1459,359,2619,1086,171,1874,1486,417,1686,115075,53712,1342261,1026498,18443,3594603,151545,15738,254440,231114,21301,144527,10,2,48,44,44,8,9,4,48,45,44,9,Tuesday July 04 2017 06:14:44
458,219,402,479,1574,4346,452,209,465,558,1222,3085,55702,76692,46060,25315,2096105,5765420,72822,18297,29751,32969,96519,291878,13,2,33,35,10,19,14,3,33,37,10,23,Tuesday July 04 2017 06:17:44
1022,477,848,1270,59,2721,952,490,787,1195,81,1689,106279,161250,738486,976231,7716,3607393,133921,60662,101549,161315,5600,169076,13,5,11,30,10,11,14,5,11,30,10,15,Tuesday July 04 2017 06:20:44
1974,702,190,136,274,7833,1830,728,185,148,302,8187,197162,196009,53300,25922,113280,7163690,258349,105518,20371,15203,43308,798117,12,2,3,7,6,32,12,2,2,7,7,37,Tuesday July 04 2017 06:23:44
1062,455,119,16,451,2497,947,462,113,19,429,1561,133953,121521,30668,5388,460315,3436424,142099,63323,30984,1482,61231,155702,13,2,2,3,7,7,13,2,2,3,7,12,Tuesday July 04 2017 06:26:44
1184,386,76,126,1773,2548,1113,392,98,158,1377,1604,116987,132962,27900,23559,2380957,3461212,157224,45640,9666,49617,106721,146770,11,1,1,6,15,14,11,1,2,6,16,16,Tuesday July 04 2017 06:29:44
2386,375,111,1815,172,2936,2235,416,107,1675,184,1947,210023,109808,30400,1682055,25056,3774701,293860,76881,30882,170114,34189,196113,10,4,1,33,8,15,11,5,1,33,8,18,Tuesday July 04 2017 06:32:44
1520,547,184,2341,60,2613,1373,575,173,2172,60,1645,143348,115552,51336,2216132,9226,3466784,184610,91743,20093,214398,5070,158558,9,6,2,29,3,17,9,6,2,29,3,20,Tuesday July 04 2017 06:35:44
1793,697,1273,2414,870,4061,1766,745,1135,2147,606,3313,191284,172142,1238768,3372288,910306,5035653,240055,112776,115528,228545,44197,295417,12,5,21,24,3,20,13,5,21,26,3,23,Tuesday July 04 2017 06:38:44
1629,508,209,121,604,2586,1517,487,206,167,655,1563,175284,145580,50190,17249,318190,3448479,194953,63901,21880,14242,97339,155607,11,4,5,5,21,8,11,4,5,6,21,9,Tuesday July 04 2017 06:41:44
608,536,159,130,86,2842,578,602,150,163,76,1862,73925,98060,42321,12108,17076,3773695,79758,105727,17847,30236,8288,173021,10,3,1,4,0,17,11,3,1,4,0,20,Tuesday July 04 2017 06:44:44
3296,343,6830,87,4909,2467,3113,349,6417,141,4288,1511,317733,109762,6662177,6782,4126992,3447876,435564,41877,876772,8516,594053,137431,11,2,108,5,73,6,12,2,108,4,72,10,Tuesday July 04 2017 06:47:44
1976,735,5066,1017,963,2745,1881,758,4941,859,977,1966,216527,193220,4163086,1535868,630081,3750880,285678,114175,872939,94916,105831,196917,14,5,98,10,24,14,14,5,98,10,24,16,Tuesday July 04 2017 06:50:44
1429,733,1535,594,104,2261,1334,802,1605,707,132,1803,153101,104562,547039,322614,6520,3304855,202485,144679,206958,86458,7164,158608,12,2,71,25,9,6,12,3,71,26,9,9,Tuesday July 04 2017 06:53:44
2247,792,1809,327,1211,8983,2065,858,1587,362,1237,7926,291387,226626,1834690,68082,834178,16777576,355177,128448,167749,66733,148924,577105,11,4,29,30,17,20,12,5,29,30,17,22,Tuesday July 04 2017 06:56:44
3450,498,1662,19,6732,2251,3515,518,1720,38,6721,2298,314046,111722,1160822,4358,10544292,3594710,487504,83440,338169,2914,610274,216533,11,2,32,1,78,10,11,2,31,2,79,17,Tuesday July 04 2017 06:59:44
2292,837,3211,163,983,2147,2153,889,3394,180,1087,2155,219894,178648,1976594,32199,122638,3475334,280321,169210,739124,49447,106234,194453,10,4,69,9,58,13,11,4,69,9,58,16,Tuesday July 04 2017 07:02:44
2755,805,5584,183,1361,3119,2712,841,5984,203,1520,3280,354802,220456,4507400,34684,702322,4803792,479959,127423,776766,45533,188475,321597,11,5,148,2,24,24,12,5,149,3,24,30,Tuesday July 04 2017 07:05:44
2296,3500,147,36,531,3529,2134,4914,154,40,572,3356,265989,567666,32223,6864,389734,4623762,327881,712697,13089,3969,75890,339666,12,3,9,5,17,41,12,4,9,5,17,43,Tuesday July 04 2017 07:08:44
2594,4032,167,1439,5996,4736,2366,5688,165,1305,4631,5052,318768,644516,46768,1484493,7091522,6395769,349458,784439,18716,140960,429913,540050,12,4,3,25,56,53,12,4,3,25,56,60,Tuesday July 04 2017 07:11:44
5312,3493,257,26,2295,19169,5082,4926,251,45,2155,17607,511641,574850,137799,1788,1635271,22812508,711408,671486,50102,3649,226926,1741959,15,2,6,12,63,199,15,3,6,12,61,205,Tuesday July 04 2017 07:14:44
2526,3957,1772,83,1680,21207,2339,5644,1520,116,1351,17667,252958,640104,1844892,9824,1884328,32913666,314501,769959,181933,32082,139107,1494906,11,4,28,2,30,145,13,4,28,3,30,151,Tuesday July 04 2017 07:17:44
4404,3688,982,29,170,9561,3827,5325,889,32,186,7912,430343,591794,1065903,4981,27362,13290684,502180,742815,119016,3129,30007,893426,12,4,20,6,5,40,11,7,20,6,5,45,Tuesday July 04 2017 07:20:44
2669,4317,3606,74,44,14799,2527,6049,3479,83,45,9311,282308,750299,3555548,9289,5298,28319683,358825,835367,440672,27064,4001,583207,13,5,75,2,2,31,14,5,75,2,2,66,Tuesday July 04 2017 07:23:44
5270,3710,3939,5,233,2501,4780,5309,3955,5,200,1799,563244,612347,3762329,380,136966,3778483,654810,734857,451549,380,42584,230006,9,8,86,5,3,23,9,8,85,5,3,59,Tuesday July 04 2017 07:26:44
3756,3989,1087,87,122,3875,3354,5615,1130,134,119,3505,353447,622520,91091,10584,21684,4756110,422096,793736,70343,32710,12221,582547,9,7,36,4,3,40,11,6,36,5,3,73,Tuesday July 04 2017 07:29:44
3078,4052,639,1972,144,6984,3009,5726,547,1519,138,6001,298919,677042,612981,2410650,20936,7573057,405783,815812,74608,220882,31191,777171,12,8,5,20,5,97,14,7,5,20,5,134,Tuesday July 04 2017 07:32:44
1771,3763,72,50,557,3983,1486,5451,65,61,491,3012,175376,546324,27622,7454,433483,4661576,187003,763114,7949,4992,59515,367233,11,6,1,7,8,57,8,9,1,8,8,62,Tuesday July 04 2017 07:35:44
4796,4249,2412,176,256,6333,4665,5992,2343,150,279,5166,465230,720700,2078125,127403,13910,7400301,642487,835997,322046,37458,13806,609528,11,3,21,5,11,71,13,3,21,5,11,81,Tuesday July 04 2017 07:38:44
3001,3870,352,96,5138,5021,2776,5460,411,111,4294,2849,316217,626276,69198,18782,6432694,7533671,362735,761293,50616,14041,373890,263018,11,6,19,2,40,25,11,6,19,2,39,35,Tuesday July 04 2017 07:41:44
